comunidad,anio,salario_medio,ipc_valor,poder_adquisitivo
Castilla - La Mancha,2017,20840.553333333333,95.04583333333333,219.26845819999122
Castilla - La Mancha,2018,21601.783333333333,96.63783333333333,223.53339875514592
Castilla - La Mancha,2019,21780.89,97.31383333333333,223.82110799595122
Castilla - La Mancha,2020,22455.289999999997,96.99975,231.49843169698886
Castilla - La Mancha,2021,23095.486666666668,100.00008333333334,230.95467420443816
Castilla - La Mancha,2022,23625.86333333333,108.39066666666668,217.96953612242132
Castilla - La Mancha,2023,24753.35666666667,112.21941666666667,220.57997984603082
Castilla y León,2008,19969.683333333334,86.39866666666667,231.13416102100342
Castilla y León,2009,20801.156666666666,86.14999999999999,241.45277616560264
Castilla y León,2010,20761.806666666667,87.70058333333333,236.73510343431772
Castilla y León,2011,20901.953333333335,90.50358333333332,230.95166581802013
Castilla y León,2012,20531.676666666666,92.71741666666667,221.44357990992344
Castilla y León,2013,20416.323333333334,94.02341666666666,217.14083636966325
Castilla y León,2014,20370.836666666666,93.88133333333333,216.98495263524165
Castilla y León,2015,21318.493333333332,93.41158333333334,228.22108964002499
Castilla y León,2016,21553.213333333333,93.22233333333334,231.2022512488066
Castilla y León,2017,21808.87,95.04583333333333,229.45635000657578
Castilla y León,2018,21935.033333333336,96.63783333333333,226.98184113537317
Castilla y León,2019,22047.11333333333,97.31383333333333,226.55682730958083
Castilla y León,2020,22937.899999999998,96.99975,236.4738053448591
Castilla y León,2021,23541.070000000003,100.00008333333334,235.41050382458016
Castilla y León,2022,24169.413333333334,108.39066666666668,222.98426678803833
Castilla y León,2023,25230.60666666667,112.21941666666667,224.83280893903537
Cataluña,2008,23219.303333333333,86.39866666666667,268.74608404450686
Cataluña,2009,23739.916666666668,86.14999999999999,275.5649061714065
Cataluña,2010,24364.11666666667,87.70058333333333,277.8102008063421
Cataluña,2011,24441.623333333333,90.50358333333332,270.062492921551
Cataluña,2012,24401.286666666667,92.71741666666667,263.1791042495612
Cataluña,2013,24226.193333333333,94.02341666666666,257.6612740974988
Cataluña,2014,23899.92,93.88133333333333,254.5758475238244
Cataluña,2015,24260.73,93.41158333333334,259.71864659896744
Cataluña,2016,24379.246666666662,93.22233333333334,261.51723299495467
Cataluña,2017,25101.743333333336,95.04583333333333,264.1014598220157
Cataluña,2018,25494.323333333334,96.63783333333333,263.81306838074113
Cataluña,2019,25973.933333333334,97.31383333333333,266.9089526497603
Cataluña,2020,27066.806666666667,96.99975,279.03996316141706
Cataluña,2021,28124.543333333335,100.00008333333334,281.2451989623342
Cataluña,2022,28770.666666666668,108.39066666666668,265.4349082946871
Cataluña,2023,29980.399999999998,112.21941666666667,267.15875817687515
Comunitat Valenciana,2008,19587.483333333334,86.39866666666667,226.71048164323523
Comunitat Valenciana,2009,20289.383333333335,86.14999999999999,235.51228477461797
Comunitat Valenciana,2010,20605.18,87.70058333333333,234.9491784072132
Comunitat Valenciana,2011,21180.233333333334,90.50358333333332,234.02646119905015
Comunitat Valenciana,2012,21127.943333333333,92.71741666666667,227.87459026486394
Comunitat Valenciana,2013,20815.926666666666,94.02341666666666,221.3908769180727
Comunitat Valenciana,2014,20543.649999999998,93.88133333333333,218.82571615230574
Comunitat Valenciana,2015,20888.643333333333,93.41158333333334,223.61941193945432
Comunitat Valenciana,2016,21063.503333333334,93.22233333333334,225.9491109069
Comunitat Valenciana,2017,21251.313333333335,95.04583333333333,223.5901626408312
Comunitat Valenciana,2018,21964.61333333333,96.63783333333333,227.2879324350194
Comunitat Valenciana,2019,21953.256666666668,97.31383333333333,225.59235326255433
Comunitat Valenciana,2020,22753.823333333334,96.99975,234.57610285937162
Comunitat Valenciana,2021,23344.55,100.00008333333334,233.44530546224544
Comunitat Valenciana,2022,24443.179999999997,108.39066666666668,225.51000701167376
Comunitat Valenciana,2023,25590.47,112.21941666666667,228.03959207891089
Extremadura,2008,18092.903333333335,86.39866666666667,209.41183505918303
Extremadura,2009,18952.45,86.14999999999999,219.99361578641907
Extremadura,2010,19381.476666666666,87.70058333333333,220.99598349307826
Extremadura,2011,19752.86,90.50358333333332,218.2550046360964
Extremadura,2012,19569.516666666666,92.71741666666667,211.06624159969945
Extremadura,2013,19071.72333333333,94.02341666666666,202.84014354580108
Extremadura,2014,19141.38,93.88133333333333,203.88909403360273
Extremadura,2015,19560.983333333334,93.41158333333334,209.40639945617022
Extremadura,2016,19463.41,93.22233333333334,208.7848405425023
Extremadura,2017,19659.95666666667,95.04583333333333,206.84711761869275
Extremadura,2018,19905.0,96.63783333333333,205.97523054290332
Extremadura,2019,19925.663333333334,97.31383333333333,204.75674064838333
Extremadura,2020,20447.376666666667,96.99975,210.798240888937
Extremadura,2021,21340.186666666665,100.00008333333334,213.40168883192595
Extremadura,2022,21910.263333333332,108.39066666666668,202.14160505824609
Extremadura,2023,23681.963333333333,112.21941666666667,211.03267185640036
Galicia,2008,18969.476666666666,86.39866666666667,219.55751631969628
Galicia,2009,19659.593333333334,86.14999999999999,228.20189591797256
Galicia,2010,20186.436666666665,87.70058333333333,230.17448572652975
Galicia,2011,19881.366666666665,90.50358333333332,219.67491158269056
Galicia,2012,19392.013333333332,92.71741666666667,209.1517864766508
Galicia,2013,19868.47333333333,94.02341666666666,211.3140963997444
Galicia,2014,20165.99,93.88133333333333,214.80297822783373
Galicia,2015,20635.856666666663,93.41158333333334,220.9132521930274
Galicia,2016,21050.266666666666,93.22233333333334,225.80712061129842
Galicia,2017,21587.016666666666,95.04583333333333,227.1221778966288
Galicia,2018,22204.89,96.63783333333333,229.77429474653647
Galicia,2019,22179.49666666667,97.31383333333333,227.91720259024498
Galicia,2020,22852.45,96.99975,235.59287523936916
Galicia,2021,23334.806666666667,100.00008333333334,233.3478722101065
Galicia,2022,24236.440000000002,108.39066666666668,223.6026472143973
Galicia,2023,25304.26,112.21941666666667,225.4891421790495
"Madrid, Comunidad de",2008,25095.26,86.39866666666667,290.45888053827986
"Madrid, Comunidad de",2009,25747.320000000003,86.14999999999999,298.866163668021
"Madrid, Comunidad de",2010,25908.8,87.70058333333333,295.4233485714177
"Madrid, Comunidad de",2011,25775.75,90.50358333333332,284.80364037151384
"Madrid, Comunidad de",2012,26000.58,92.71741666666667,280.4282187183458
"Madrid, Comunidad de",2013,26132.98,94.02341666666666,277.94118663701687
"Madrid, Comunidad de",2014,26543.839999999997,93.88133333333333,282.7382085185553
"Madrid, Comunidad de",2015,26410.73,93.41158333333334,282.7350640846647
"Madrid, Comunidad de",2016,26270.89,93.22233333333334,281.80897281409676
"Madrid, Comunidad de",2017,27009.62,95.04583333333333,284.1746876506948
"Madrid, Comunidad de",2018,26917.753333333338,96.63783333333333,278.5425997754503
"Madrid, Comunidad de",2019,27740.813333333335,97.31383333333333,285.0654668829201
"Madrid, Comunidad de",2020,28741.553333333333,96.99975,296.3054372133261
"Madrid, Comunidad de",2021,29434.843333333334,100.00008333333334,294.3481880431766
"Madrid, Comunidad de",2022,31155.86666666667,108.39066666666668,287.4404930313803
"Madrid, Comunidad de",2023,32174.00333333333,112.21941666666667,286.7062072591418
"Murcia, Región de",2008,18702.293333333335,86.39866666666667,216.46506890538436
"Murcia, Región de",2009,20147.99,86.14999999999999,233.87103888566457
"Murcia, Región de",2010,20728.04333333333,87.70058333333333,236.3501192979522
"Murcia, Región de",2011,20863.85666666667,90.50358333333332,230.5307248423866
"Murcia, Región de",2012,20542.186666666665,92.71741666666667,221.55693509579734
"Murcia, Región de",2013,20278.45,94.02341666666666,215.6744640741092
"Murcia, Región de",2014,20545.696666666667,93.88133333333333,218.84751672323927
"Murcia, Región de",2015,20747.446666666667,93.41158333333334,222.10785778708743
"Murcia, Región de",2016,21074.513333333332,93.22233333333334,226.06721565290147
"Murcia, Región de",2017,21122.27,95.04583333333333,222.23246679233702
"Murcia, Región de",2018,21259.823333333334,96.63783333333333,219.9948260429404
"Murcia, Región de",2019,21948.216666666664,97.31383333333333,225.54056206466018
"Murcia, Región de",2020,22718.006666666664,96.99975,234.20685792145508
"Murcia, Región de",2021,23048.626666666667,100.00008333333334,230.48607459493783
"Murcia, Región de",2022,23682.906666666666,108.39066666666668,218.49581144748007
"Murcia, Región de",2023,25201.27666666667,112.21941666666667,224.57144596931755
"Navarra, Comunidad Foral de",2008,23063.75,86.39866666666667,266.94567045787744
"Navarra, Comunidad Foral de",2009,23300.343333333334,86.14999999999999,270.46248790868646
"Navarra, Comunidad Foral de",2010,23578.173333333336,87.70058333333333,268.84853483490707
"Navarra, Comunidad Foral de",2011,24065.546666666665,90.50358333333332,265.9071141750373
"Navarra, Comunidad Foral de",2012,23626.436666666665,92.71741666666667,254.82199047464113
"Navarra, Comunidad Foral de",2013,23683.170000000002,94.02341666666666,251.88586885713758
"Navarra, Comunidad Foral de",2014,24507.873333333333,93.88133333333333,261.0516112539234
"Navarra, Comunidad Foral de",2015,24718.14333333333,93.41158333333334,264.61539834014155
"Navarra, Comunidad Foral de",2016,25171.123333333333,93.22233333333334,270.01172823393534
"Navarra, Comunidad Foral de",2017,25975.819999999996,95.04583333333333,273.29782999430097
"Navarra, Comunidad Foral de",2018,26202.819999999996,96.63783333333333,271.14453104115535
"Navarra, Comunidad Foral de",2019,27262.55,97.31383333333333,280.1508178864601
"Navarra, Comunidad Foral de",2020,27787.0,96.99975,286.4646558367418
"Navarra, Comunidad Foral de",2021,28303.91,100.00008333333334,283.0388641342799
"Navarra, Comunidad Foral de",2022,29060.89,108.39066666666668,268.11247585893
"Navarra, Comunidad Foral de",2023,31094.899999999998,112.21941666666667,277.0901945815972
País Vasco,2008,25192.399999999998,86.39866666666667,291.58320344449754
País Vasco,2009,25851.61333333333,86.14999999999999,300.0767653317856
País Vasco,2010,26336.153333333332,87.70058333333333,300.2962161977258
País Vasco,2011,26104.203333333335,90.50358333333332,288.43281527527
País Vasco,2012,26311.303333333333,92.71741666666667,283.7795128387421
País Vasco,2013,26638.336666666666,94.02341666666666,283.3159824547254
País Vasco,2014,27613.039999999997,93.88133333333333,294.12705401144706
País Vasco,2015,27399.12,93.41158333333334,293.3160858887058
País Vasco,2016,27303.36666666667,93.22233333333334,292.8843946550719
País Vasco,2017,27996.47666666667,95.04583333333333,294.5576432422954
País Vasco,2018,28399.47333333333,96.63783333333333,293.8753110841682
País Vasco,2019,29401.0,97.31383333333333,302.12559708023696
País Vasco,2020,30130.053333333333,96.99975,310.61990709598047
País Vasco,2021,30951.39333333333,100.00008333333334,309.5136754052705
País Vasco,2022,32241.36333333333,108.39066666666668,297.4551621910865
País Vasco,2023,33381.40333333333,112.21941666666667,297.465486142104
"Rioja, La",2008,20529.346666666668,86.39866666666667,237.61184586181886
"Rioja, La",2009,21040.716666666667,86.14999999999999,244.2335074482492
"Rioja, La",2010,20936.116666666665,87.70058333333333,238.7226614798267
"Rioja, La",2011,20945.75333333333,90.50358333333332,231.4356245563021
"Rioja, La",2012,20309.993333333336,92.71741666666667,219.05262315871977
"Rioja, La",2013,20568.49666666667,94.02341666666666,218.75929843718015
"Rioja, La",2014,21909.399999999998,93.88133333333333,233.3733365525273
"Rioja, La",2015,21683.86,93.41158333333334,232.13245323786575
"Rioja, La",2016,21899.86333333333,93.22233333333334,234.92078078572013
"Rioja, La",2017,22136.083333333332,95.04583333333333,232.89903993687255
"Rioja, La",2018,22668.456666666665,96.63783333333333,234.57124280173224
"Rioja, La",2019,22865.783333333336,97.31383333333333,234.9695058770336
"Rioja, La",2020,23305.649999999998,96.99975,240.26505222951602
"Rioja, La",2021,23780.236666666668,100.00008333333334,237.8021684981929
"Rioja, La",2022,24969.789999999997,108.39066666666668,230.36845115815626
"Rioja, La",2023,26369.47,112.21941666666667,234.98134978126927
Total Nacional,2008,21665.789999999997,86.39866666666667,250.76532816864454
Total Nacional,2009,22338.180000000004,86.14999999999999,259.2940220545561
Total Nacional,2010,22668.38666666667,87.70058333333333,258.4747535886782
Total Nacional,2011,22778.27666666667,90.50358333333332,251.68369944836442
Total Nacional,2012,22648.60666666667,92.71741666666667,244.27564400431783
Total Nacional,2013,22629.203333333335,94.02341666666666,240.67624997673454
Total Nacional,2014,22776.743333333332,93.88133333333333,242.6120563548309
Total Nacional,2015,23050.213333333333,93.41158333333334,246.759689867156
Total Nacional,2016,23070.726666666666,93.22233333333334,247.48068238297688
Total Nacional,2017,23548.73,95.04583333333333,247.76183420279688
Total Nacional,2018,23919.733333333334,96.63783333333333,247.51934628777204
Total Nacional,2019,24337.460000000003,97.31383333333333,250.09250140867266
Total Nacional,2020,25091.836666666666,96.99975,258.679395221809
Total Nacional,2021,25820.486666666664,100.00008333333334,258.20465149612374
Total Nacional,2022,26896.843333333334,108.39066666666668,248.14722669848572
Total Nacional,2023,28004.58,112.21941666666667,249.55200117626703
