id_salario,id_periodo,id_indicador,id_geografia,sexo,sector_cnae,ocupacion_cno11,valor
1,386,8,1,Total,N/A,Total,28049.94
2,387,8,1,Total,N/A,Total,26948.87
3,388,8,1,Total,N/A,Total,25896.82
4,389,8,1,Total,N/A,Total,25165.51
5,390,8,1,Total,N/A,Total,24395.98
6,391,8,1,Total,N/A,Total,24009.12
7,392,8,1,Total,N/A,Total,23646.5
8,393,8,1,Total,N/A,Total,23156.34
9,394,8,1,Total,N/A,Total,23106.3
10,395,8,1,Total,N/A,Total,22858.17
11,396,8,1,Total,N/A,Total,22697.86
12,397,8,1,Total,N/A,Total,22726.44
13,398,8,1,Total,N/A,Total,22899.35
14,399,8,1,Total,N/A,Total,22790.2
15,400,8,1,Total,N/A,Total,22511.47
16,401,8,1,Total,N/A,Total,21883.42
17,386,8,1,Mujeres,N/A,Total,25591.31
18,387,8,1,Mujeres,N/A,Total,24359.82
19,388,8,1,Mujeres,N/A,Total,23175.95
20,389,8,1,Mujeres,N/A,Total,22467.48
21,390,8,1,Mujeres,N/A,Total,21682.02
22,391,8,1,Mujeres,N/A,Total,21011.89
23,392,8,1,Mujeres,N/A,Total,20607.85
24,393,8,1,Mujeres,N/A,Total,20131.41
25,394,8,1,Mujeres,N/A,Total,20051.58
26,395,8,1,Mujeres,N/A,Total,19744.82
27,396,8,1,Mujeres,N/A,Total,19514.58
28,397,8,1,Mujeres,N/A,Total,19537.33
29,398,8,1,Mujeres,N/A,Total,19767.59
30,399,8,1,Mujeres,N/A,Total,19735.22
31,400,8,1,Mujeres,N/A,Total,19502.02
32,401,8,1,Mujeres,N/A,Total,18910.62
33,386,8,1,Hombres,N/A,Total,30372.49
34,387,8,1,Hombres,N/A,Total,29381.84
35,388,8,1,Hombres,N/A,Total,28388.69
36,389,8,1,Hombres,N/A,Total,27642.52
37,390,8,1,Hombres,N/A,Total,26934.38
38,391,8,1,Hombres,N/A,Total,26738.19
39,392,8,1,Hombres,N/A,Total,26391.84
40,393,8,1,Hombres,N/A,Total,25924.43
41,394,8,1,Hombres,N/A,Total,25992.76
42,395,8,1,Hombres,N/A,Total,25727.24
43,396,8,1,Hombres,N/A,Total,25675.17
44,397,8,1,Hombres,N/A,Total,25682.05
45,398,8,1,Hombres,N/A,Total,25667.89
46,399,8,1,Hombres,N/A,Total,25479.74
47,400,8,1,Hombres,N/A,Total,25001.05
48,401,8,1,Hombres,N/A,Total,24203.33
49,386,8,1,Total,N/A,Directores y gerentes,60985.96
50,387,8,1,Total,N/A,Directores y gerentes,59478.63
51,388,8,1,Total,N/A,Directores y gerentes,59219.83
52,389,8,1,Total,N/A,Directores y gerentes,58023.75
53,390,8,1,Total,N/A,Directores y gerentes,56634.74
54,391,8,1,Total,N/A,Directores y gerentes,54341.32
55,392,8,1,Total,N/A,Directores y gerentes,51010.54
56,393,8,1,Total,N/A,Directores y gerentes,50530.8
57,394,8,1,Total,N/A,Directores y gerentes,51645.86
58,395,8,1,Total,N/A,Directores y gerentes,52512.99
59,396,8,1,Total,N/A,Directores y gerentes,51594.26
60,397,8,1,Total,N/A,Directores y gerentes,53165.69
61,398,8,1,Total,N/A,Directores y gerentes,54396.44
62,399,8,1,Total,N/A,Directores y gerentes,56602.81
63,400,8,1,Total,N/A,Directores y gerentes,58895.19
64,401,8,1,Total,N/A,Directores y gerentes,57259.16
65,386,8,1,Mujeres,N/A,Directores y gerentes,54003.51
66,387,8,1,Mujeres,N/A,Directores y gerentes,53368.32
67,388,8,1,Mujeres,N/A,Directores y gerentes,51456.82
68,389,8,1,Mujeres,N/A,Directores y gerentes,50788.17
69,390,8,1,Mujeres,N/A,Directores y gerentes,48667.65
70,391,8,1,Mujeres,N/A,Directores y gerentes,46657.12
71,392,8,1,Mujeres,N/A,Directores y gerentes,42901.26
72,393,8,1,Mujeres,N/A,Directores y gerentes,43718.01
73,394,8,1,Mujeres,N/A,Directores y gerentes,44921.93
74,395,8,1,Mujeres,N/A,Directores y gerentes,45540.99
75,396,8,1,Mujeres,N/A,Directores y gerentes,45033.41
76,397,8,1,Mujeres,N/A,Directores y gerentes,47131.4
77,398,8,1,Mujeres,N/A,Directores y gerentes,47807.16
78,399,8,1,Mujeres,N/A,Directores y gerentes,48552.77
79,400,8,1,Mujeres,N/A,Directores y gerentes,47714.85
80,401,8,1,Mujeres,N/A,Directores y gerentes,46842.64
81,386,8,1,Hombres,N/A,Directores y gerentes,65870.11
82,387,8,1,Hombres,N/A,Directores y gerentes,62991.86
83,388,8,1,Hombres,N/A,Directores y gerentes,63703.19
84,389,8,1,Hombres,N/A,Directores y gerentes,61698.18
85,390,8,1,Hombres,N/A,Directores y gerentes,60780.76
86,391,8,1,Hombres,N/A,Directores y gerentes,58850.23
87,392,8,1,Hombres,N/A,Directores y gerentes,55477.96
88,393,8,1,Hombres,N/A,Directores y gerentes,54142.69
89,394,8,1,Hombres,N/A,Directores y gerentes,55327.33
90,395,8,1,Hombres,N/A,Directores y gerentes,56422.49
91,396,8,1,Hombres,N/A,Directores y gerentes,55090.0
92,397,8,1,Hombres,N/A,Directores y gerentes,56164.73
93,398,8,1,Hombres,N/A,Directores y gerentes,57323.26
94,399,8,1,Hombres,N/A,Directores y gerentes,60352.41
95,400,8,1,Hombres,N/A,Directores y gerentes,62696.93
96,401,8,1,Hombres,N/A,Directores y gerentes,61997.66
97,386,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,38857.91
98,387,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,37456.34
99,388,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,36101.1
100,389,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,34809.61
101,390,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,33199.26
102,391,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,31607.73
103,392,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,31627.9
104,393,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,30653.34
105,394,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,29669.62
106,395,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,28838.91
107,396,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,29807.74
108,397,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,29460.87
109,398,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,30087.55
110,399,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,31054.93
111,400,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,30536.16
112,401,8,1,Total,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,29319.57
113,386,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,37939.33
114,387,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,36240.4
115,388,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,34605.37
116,389,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,33447.03
117,390,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,32136.34
118,391,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,30723.97
119,392,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,30166.12
120,393,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,29084.27
121,394,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,28540.05
122,395,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,27562.6
123,396,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,28335.41
124,397,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,27907.45
125,398,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,28740.62
126,399,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,29540.43
127,400,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,29840.96
128,401,8,1,Mujeres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,28756.91
129,386,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,41035.77
130,387,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,40183.85
131,388,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,39270.32
132,389,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,37664.38
133,390,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,35488.04
134,391,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,33434.02
135,392,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,34790.05
136,393,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,34293.42
137,394,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,32451.97
138,395,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,31817.56
139,396,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,33251.72
140,397,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,33056.44
141,398,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,33148.85
142,399,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,34476.97
143,400,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,32083.1
144,401,8,1,Hombres,N/A,Técnicos y profesionales científicos e intelectuales de la salud y la enseñanza,30509.37
145,386,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,42996.72
146,387,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,41382.28
147,388,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,39871.28
148,389,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,38523.51
149,390,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,37244.45
150,391,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,37908.75
151,392,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,36181.36
152,393,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,37049.91
153,394,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,36287.87
154,395,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,37100.54
155,396,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,35885.97
156,397,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,34975.77
157,398,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,34368.77
158,399,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,35196.58
159,400,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,35991.91
160,401,8,1,Total,N/A,Otros técnicos y profesionales científicos e intelectuales,34027.21
161,386,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,39654.07
162,387,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,37828.59
163,388,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,36511.0
164,389,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,35104.74
165,390,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,33916.08
166,391,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,34100.87
167,392,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,32746.95
168,393,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,33419.81
169,394,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,32526.81
170,395,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,33028.3
171,396,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,31560.46
172,397,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,30748.71
173,398,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,30040.01
174,399,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,31192.01
175,400,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,31588.13
176,401,8,1,Mujeres,N/A,Otros técnicos y profesionales científicos e intelectuales,29454.95
177,386,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,46213.05
178,387,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,44874.37
179,388,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,43029.52
180,389,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,41735.68
181,390,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,40333.67
182,391,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,41408.09
183,392,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,39229.34
184,393,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,40077.02
185,394,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,39476.36
186,395,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,40643.77
187,396,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,39308.59
188,397,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,38339.44
189,398,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,37771.54
190,399,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,38681.55
191,400,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,39325.22
192,401,8,1,Hombres,N/A,Otros técnicos y profesionales científicos e intelectuales,37495.09
193,386,8,1,Total,N/A,Técnicos; profesionales de apoyo,33242.65
194,387,8,1,Total,N/A,Técnicos; profesionales de apoyo,31899.95
195,388,8,1,Total,N/A,Técnicos; profesionales de apoyo,31321.69
196,389,8,1,Total,N/A,Técnicos; profesionales de apoyo,30067.52
197,390,8,1,Total,N/A,Técnicos; profesionales de apoyo,29247.01
198,391,8,1,Total,N/A,Técnicos; profesionales de apoyo,29261.35
199,392,8,1,Total,N/A,Técnicos; profesionales de apoyo,29238.49
200,393,8,1,Total,N/A,Técnicos; profesionales de apoyo,28585.99
201,394,8,1,Total,N/A,Técnicos; profesionales de apoyo,28943.22
202,395,8,1,Total,N/A,Técnicos; profesionales de apoyo,28232.05
203,396,8,1,Total,N/A,Técnicos; profesionales de apoyo,28501.99
204,397,8,1,Total,N/A,Técnicos; profesionales de apoyo,28360.42
205,398,8,1,Total,N/A,Técnicos; profesionales de apoyo,28176.89
206,399,8,1,Total,N/A,Técnicos; profesionales de apoyo,27914.0
207,400,8,1,Total,N/A,Técnicos; profesionales de apoyo,28684.28
208,401,8,1,Total,N/A,Técnicos; profesionales de apoyo,27771.52
209,386,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,29902.47
210,387,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,28515.6
211,388,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,27972.7
212,389,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,26830.62
213,390,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,25950.74
214,391,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,25618.99
215,392,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,25757.88
216,393,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,25160.98
217,394,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,25475.37
218,395,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,24641.22
219,396,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,24960.14
220,397,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,24823.82
221,398,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,24795.63
222,399,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,24353.73
223,400,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,24849.07
224,401,8,1,Mujeres,N/A,Técnicos; profesionales de apoyo,24038.34
225,386,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,35947.05
226,387,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,34550.52
227,388,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,33849.87
228,389,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,32611.21
229,390,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,31816.3
230,391,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,31979.93
231,392,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,31891.63
232,393,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,31206.15
233,394,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,31548.13
234,395,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,31150.02
235,396,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,31027.41
236,397,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,30878.49
237,398,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,30543.06
238,399,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,30564.05
239,400,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,31650.85
240,401,8,1,Hombres,N/A,Técnicos; profesionales de apoyo,30538.81
241,386,8,1,Total,N/A,Empleados de oficina que no atienden al público,28148.26
242,387,8,1,Total,N/A,Empleados de oficina que no atienden al público,27402.9
243,388,8,1,Total,N/A,Empleados de oficina que no atienden al público,24680.03
244,389,8,1,Total,N/A,Empleados de oficina que no atienden al público,23632.89
245,390,8,1,Total,N/A,Empleados de oficina que no atienden al público,22354.77
246,391,8,1,Total,N/A,Empleados de oficina que no atienden al público,24266.55
247,392,8,1,Total,N/A,Empleados de oficina que no atienden al público,22487.64
248,393,8,1,Total,N/A,Empleados de oficina que no atienden al público,21517.9
249,394,8,1,Total,N/A,Empleados de oficina que no atienden al público,21331.32
250,395,8,1,Total,N/A,Empleados de oficina que no atienden al público,20852.87
251,396,8,1,Total,N/A,Empleados de oficina que no atienden al público,20983.35
252,397,8,1,Total,N/A,Empleados de oficina que no atienden al público,21228.39
253,398,8,1,Total,N/A,Empleados de oficina que no atienden al público,21646.35
254,399,8,1,Total,N/A,Empleados de oficina que no atienden al público,21245.68
255,400,8,1,Total,N/A,Empleados de oficina que no atienden al público,21312.78
256,401,8,1,Total,N/A,Empleados de oficina que no atienden al público,20793.7
257,386,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,26551.09
258,387,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,25646.72
259,388,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,23040.15
260,389,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,21923.21
261,390,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,20584.99
262,391,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,22314.23
263,392,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,20688.48
264,393,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,19628.23
265,394,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,19543.87
266,395,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,18932.55
267,396,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,19251.1
268,397,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,19445.11
269,398,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,19722.67
270,399,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,19193.65
271,400,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,19155.29
272,401,8,1,Mujeres,N/A,Empleados de oficina que no atienden al público,18482.72
273,386,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,30717.82
274,387,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,30217.44
275,388,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,27394.81
276,389,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,26465.12
277,390,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,25634.12
278,391,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,27420.25
279,392,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,25169.41
280,393,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,24711.85
281,394,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,24467.54
282,395,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,24147.61
283,396,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,23844.41
284,397,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,24132.89
285,398,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,24743.77
286,399,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,24757.31
287,400,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,24509.27
288,401,8,1,Hombres,N/A,Empleados de oficina que no atienden al público,24038.82
289,386,8,1,Total,N/A,Empleados de oficina que atienden al público,22263.18
290,387,8,1,Total,N/A,Empleados de oficina que atienden al público,21462.56
291,388,8,1,Total,N/A,Empleados de oficina que atienden al público,20237.83
292,389,8,1,Total,N/A,Empleados de oficina que atienden al público,19842.16
293,390,8,1,Total,N/A,Empleados de oficina que atienden al público,19969.91
294,391,8,1,Total,N/A,Empleados de oficina que atienden al público,19257.04
295,392,8,1,Total,N/A,Empleados de oficina que atienden al público,18367.51
296,393,8,1,Total,N/A,Empleados de oficina que atienden al público,18163.65
297,394,8,1,Total,N/A,Empleados de oficina que atienden al público,18390.82
298,395,8,1,Total,N/A,Empleados de oficina que atienden al público,18642.82
299,396,8,1,Total,N/A,Empleados de oficina que atienden al público,17864.17
300,397,8,1,Total,N/A,Empleados de oficina que atienden al público,17751.84
301,398,8,1,Total,N/A,Empleados de oficina que atienden al público,18013.83
302,399,8,1,Total,N/A,Empleados de oficina que atienden al público,17876.82
303,400,8,1,Total,N/A,Empleados de oficina que atienden al público,17190.06
304,401,8,1,Total,N/A,Empleados de oficina que atienden al público,16842.67
305,386,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,21272.71
306,387,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,20467.84
307,388,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,19247.82
308,389,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,18803.91
309,390,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,18810.2
310,391,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,18137.76
311,392,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,17090.99
312,393,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,16928.51
313,394,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,17171.28
314,395,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,17252.39
315,396,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,16620.05
316,397,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,16573.43
317,398,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,16868.46
318,399,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,16712.8
319,400,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,16042.02
320,401,8,1,Mujeres,N/A,Empleados de oficina que atienden al público,15727.65
321,386,8,1,Hombres,N/A,Empleados de oficina que atienden al público,24956.61
322,387,8,1,Hombres,N/A,Empleados de oficina que atienden al público,24273.47
323,388,8,1,Hombres,N/A,Empleados de oficina que atienden al público,22845.68
324,389,8,1,Hombres,N/A,Empleados de oficina que atienden al público,22442.04
325,390,8,1,Hombres,N/A,Empleados de oficina que atienden al público,22437.5
326,391,8,1,Hombres,N/A,Empleados de oficina que atienden al público,22149.69
327,392,8,1,Hombres,N/A,Empleados de oficina que atienden al público,22049.89
328,393,8,1,Hombres,N/A,Empleados de oficina que atienden al público,21272.65
329,394,8,1,Hombres,N/A,Empleados de oficina que atienden al público,21464.84
330,395,8,1,Hombres,N/A,Empleados de oficina que atienden al público,21761.91
331,396,8,1,Hombres,N/A,Empleados de oficina que atienden al público,21069.99
332,397,8,1,Hombres,N/A,Empleados de oficina que atienden al público,20931.48
333,398,8,1,Hombres,N/A,Empleados de oficina que atienden al público,20979.41
334,399,8,1,Hombres,N/A,Empleados de oficina que atienden al público,20875.05
335,400,8,1,Hombres,N/A,Empleados de oficina que atienden al público,20732.89
336,401,8,1,Hombres,N/A,Empleados de oficina que atienden al público,20176.5
337,386,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,18028.33
338,387,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,17168.88
339,388,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,16310.91
340,389,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,16004.18
341,390,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,16142.16
342,391,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,15702.34
343,392,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,15173.65
344,393,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14617.52
345,394,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14698.91
346,395,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14501.66
347,396,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14642.94
348,397,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14442.36
349,398,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14562.06
350,399,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14740.52
351,400,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14651.05
352,401,8,1,Total,N/A,Trabajadores de los servicios de restauración y comercio,14325.12
353,386,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,16854.35
354,387,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,16057.61
355,388,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,15103.95
356,389,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,14682.47
357,390,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,14981.95
358,391,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,14238.51
359,392,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,14142.93
360,393,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,13613.26
361,394,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,13452.44
362,395,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,13249.91
363,396,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,13397.52
364,397,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,13209.83
365,398,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,13461.54
366,399,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,13425.04
367,400,8,1,Mujeres,N/A,Trabajadores de los servicios de restauración y comercio,13284.42
