id_salario,id_periodo,id_indicador,id_geografia,sexo,sector_cnae,ocupacion_cno11,valor
806,386,9,1,Total,N/A,N/A,28049.94
807,387,9,1,Total,N/A,N/A,26948.87
808,388,9,1,Total,N/A,N/A,25896.82
809,389,9,1,Total,N/A,N/A,25165.51
810,390,9,1,Total,N/A,N/A,24395.98
811,391,9,1,Total,N/A,N/A,24009.12
812,392,9,1,Total,N/A,N/A,23646.5
813,393,9,1,Total,N/A,N/A,23156.34
814,394,9,1,Total,N/A,N/A,23106.3
815,395,9,1,Total,N/A,N/A,22858.17
816,396,9,1,Total,N/A,N/A,22697.86
817,397,9,1,Total,N/A,N/A,22726.44
818,398,9,1,Total,N/A,N/A,22899.35
819,399,9,1,Total,N/A,N/A,22790.2
820,400,9,1,Total,N/A,N/A,22511.47
821,401,9,1,Total,N/A,N/A,21883.42
822,386,10,1,Total,N/A,N/A,11466.88
823,387,10,1,Total,N/A,N/A,10657.37
824,388,10,1,Total,N/A,N/A,10192.38
825,389,10,1,Total,N/A,N/A,9586.51
826,390,10,1,Total,N/A,N/A,8943.26
827,391,10,1,Total,N/A,N/A,8457.36
828,392,10,1,Total,N/A,N/A,8583.81
829,393,10,1,Total,N/A,N/A,8095.44
830,394,10,1,Total,N/A,N/A,7962.45
831,395,10,1,Total,N/A,N/A,7626.2
832,396,10,1,Total,N/A,N/A,7692.3
833,397,10,1,Total,N/A,N/A,7979.4
834,398,10,1,Total,N/A,N/A,8402.15
835,399,10,1,Total,N/A,N/A,8643.66
836,400,10,1,Total,N/A,N/A,8723.15
837,401,10,1,Total,N/A,N/A,8903.52
838,386,11,1,Total,N/A,N/A,16632.97
839,387,11,1,Total,N/A,N/A,15913.52
840,388,11,1,Total,N/A,N/A,15215.03
841,389,11,1,Total,N/A,N/A,14641.96
842,390,11,1,Total,N/A,N/A,14271.06
843,391,11,1,Total,N/A,N/A,13998.29
844,392,11,1,Total,N/A,N/A,13897.22
845,393,11,1,Total,N/A,N/A,13369.74
846,394,11,1,Total,N/A,N/A,13414.92
847,395,11,1,Total,N/A,N/A,13217.84
848,396,11,1,Total,N/A,N/A,13039.36
849,397,11,1,Total,N/A,N/A,13369.45
850,398,11,1,Total,N/A,N/A,13553.97
851,399,11,1,Total,N/A,N/A,13602.53
852,400,11,1,Total,N/A,N/A,13587.26
853,401,11,1,Total,N/A,N/A,13342.53
854,386,12,1,Total,N/A,N/A,23349.0
855,387,12,1,Total,N/A,N/A,22383.11
856,388,12,1,Total,N/A,N/A,21638.69
857,389,12,1,Total,N/A,N/A,20920.12
858,390,12,1,Total,N/A,N/A,20351.02
859,391,12,1,Total,N/A,N/A,20078.44
860,392,12,1,Total,N/A,N/A,19830.12
861,393,12,1,Total,N/A,N/A,19432.62
862,394,12,1,Total,N/A,N/A,19466.49
863,395,12,1,Total,N/A,N/A,19263.78
864,396,12,1,Total,N/A,N/A,19029.66
865,397,12,1,Total,N/A,N/A,19040.98
866,398,12,1,Total,N/A,N/A,19303.51
867,399,12,1,Total,N/A,N/A,19017.09
868,400,12,1,Total,N/A,N/A,18803.28
869,401,12,1,Total,N/A,N/A,18244.4
870,386,9,2,Total,N/A,N/A,25051.51
871,387,9,2,Total,N/A,N/A,24094.32
872,388,9,2,Total,N/A,N/A,23154.99
873,389,9,2,Total,N/A,N/A,22323.85
874,390,9,2,Total,N/A,N/A,22060.99
875,391,9,2,Total,N/A,N/A,21805.92
876,392,9,2,Total,N/A,N/A,21404.28
877,393,9,2,Total,N/A,N/A,21268.41
878,394,9,2,Total,N/A,N/A,21381.03
879,395,9,2,Total,N/A,N/A,20840.3
880,396,9,2,Total,N/A,N/A,20782.03
881,397,9,2,Total,N/A,N/A,20891.63
882,398,9,2,Total,N/A,N/A,21350.98
883,399,9,2,Total,N/A,N/A,20964.36
884,400,9,2,Total,N/A,N/A,20906.33
885,401,9,2,Total,N/A,N/A,20138.56
886,386,10,2,Total,N/A,N/A,10276.37
887,387,10,2,Total,N/A,N/A,9822.45
888,388,10,2,Total,N/A,N/A,9072.77
889,389,10,2,Total,N/A,N/A,8336.04
890,390,10,2,Total,N/A,N/A,8185.05
891,391,10,2,Total,N/A,N/A,7438.62
892,392,10,2,Total,N/A,N/A,7836.76
893,393,10,2,Total,N/A,N/A,7427.89
894,394,10,2,Total,N/A,N/A,7438.69
895,395,10,2,Total,N/A,N/A,6741.52
896,396,10,2,Total,N/A,N/A,7066.88
897,397,10,2,Total,N/A,N/A,7393.08
898,398,10,2,Total,N/A,N/A,7440.95
899,399,10,2,Total,N/A,N/A,7418.63
900,400,10,2,Total,N/A,N/A,7757.16
901,401,10,2,Total,N/A,N/A,8153.42
902,386,11,2,Total,N/A,N/A,15161.57
903,387,11,2,Total,N/A,N/A,14540.28
904,388,11,2,Total,N/A,N/A,14119.33
905,389,11,2,Total,N/A,N/A,13312.61
906,390,11,2,Total,N/A,N/A,13112.86
907,391,11,2,Total,N/A,N/A,12408.06
908,392,11,2,Total,N/A,N/A,12735.0
909,393,11,2,Total,N/A,N/A,12212.29
910,394,11,2,Total,N/A,N/A,12454.33
911,395,11,2,Total,N/A,N/A,11937.48
912,396,11,2,Total,N/A,N/A,12012.54
913,397,11,2,Total,N/A,N/A,12321.3
914,398,11,2,Total,N/A,N/A,12510.79
915,399,11,2,Total,N/A,N/A,12556.13
916,400,11,2,Total,N/A,N/A,12816.46
917,401,11,2,Total,N/A,N/A,12906.0
918,386,12,2,Total,N/A,N/A,20863.77
919,387,12,2,Total,N/A,N/A,19883.6
920,388,12,2,Total,N/A,N/A,19522.21
921,389,12,2,Total,N/A,N/A,18766.66
922,390,12,2,Total,N/A,N/A,18671.83
923,391,12,2,Total,N/A,N/A,18317.19
924,392,12,2,Total,N/A,N/A,18251.94
925,393,12,2,Total,N/A,N/A,18051.91
926,394,12,2,Total,N/A,N/A,18101.7
927,395,12,2,Total,N/A,N/A,18034.03
928,396,12,2,Total,N/A,N/A,17722.42
929,397,12,2,Total,N/A,N/A,17910.11
930,398,12,2,Total,N/A,N/A,18193.56
931,399,12,2,Total,N/A,N/A,17565.81
932,400,12,2,Total,N/A,N/A,17866.08
933,401,12,2,Total,N/A,N/A,17371.95
934,386,9,3,Total,N/A,N/A,26822.32
935,387,9,3,Total,N/A,N/A,26012.71
936,388,9,3,Total,N/A,N/A,25011.55
937,389,9,3,Total,N/A,N/A,24113.57
938,390,9,3,Total,N/A,N/A,23565.09
939,391,9,3,Total,N/A,N/A,23531.83
940,392,9,3,Total,N/A,N/A,23039.94
941,393,9,3,Total,N/A,N/A,22248.76
942,394,9,3,Total,N/A,N/A,22327.18
943,395,9,3,Total,N/A,N/A,22095.79
944,396,9,3,Total,N/A,N/A,22054.85
945,397,9,3,Total,N/A,N/A,22103.79
946,398,9,3,Total,N/A,N/A,22333.53
947,399,9,3,Total,N/A,N/A,22316.69
948,400,9,3,Total,N/A,N/A,22133.77
949,401,9,3,Total,N/A,N/A,21594.47
950,386,10,3,Total,N/A,N/A,11335.81
951,387,10,3,Total,N/A,N/A,10359.5
952,388,10,3,Total,N/A,N/A,10781.83
953,389,10,3,Total,N/A,N/A,10127.54
954,390,10,3,Total,N/A,N/A,8931.4
955,391,10,3,Total,N/A,N/A,8337.6
956,392,10,3,Total,N/A,N/A,9082.3
957,393,10,3,Total,N/A,N/A,7896.6
958,394,10,3,Total,N/A,N/A,7875.69
959,395,10,3,Total,N/A,N/A,7799.43
960,396,10,3,Total,N/A,N/A,7735.35
961,397,10,3,Total,N/A,N/A,8216.38
962,398,10,3,Total,N/A,N/A,8863.66
963,399,10,3,Total,N/A,N/A,8683.56
964,400,10,3,Total,N/A,N/A,8641.36
965,401,10,3,Total,N/A,N/A,9051.37
966,386,11,3,Total,N/A,N/A,17680.58
967,387,11,3,Total,N/A,N/A,16970.82
968,388,11,3,Total,N/A,N/A,16054.72
969,389,11,3,Total,N/A,N/A,15580.27
970,390,11,3,Total,N/A,N/A,14826.55
971,391,11,3,Total,N/A,N/A,14672.57
972,392,11,3,Total,N/A,N/A,14438.76
973,393,11,3,Total,N/A,N/A,13664.48
974,394,11,3,Total,N/A,N/A,13424.35
975,395,11,3,Total,N/A,N/A,13853.64
976,396,11,3,Total,N/A,N/A,13415.54
977,397,11,3,Total,N/A,N/A,13688.48
978,398,11,3,Total,N/A,N/A,14044.52
979,399,11,3,Total,N/A,N/A,14176.97
980,400,11,3,Total,N/A,N/A,14051.02
981,401,11,3,Total,N/A,N/A,13875.48
982,386,12,3,Total,N/A,N/A,23675.82
983,387,12,3,Total,N/A,N/A,22734.18
984,388,12,3,Total,N/A,N/A,22220.28
985,389,12,3,Total,N/A,N/A,21207.6
986,390,12,3,Total,N/A,N/A,20604.72
987,391,12,3,Total,N/A,N/A,20859.78
988,392,12,3,Total,N/A,N/A,20198.39
989,393,12,3,Total,N/A,N/A,19417.81
990,394,12,3,Total,N/A,N/A,19589.29
991,395,12,3,Total,N/A,N/A,19539.86
992,396,12,3,Total,N/A,N/A,19094.86
993,397,12,3,Total,N/A,N/A,19094.81
994,398,12,3,Total,N/A,N/A,19646.75
995,399,12,3,Total,N/A,N/A,19552.41
996,400,12,3,Total,N/A,N/A,19413.22
997,401,12,3,Total,N/A,N/A,19084.91
998,386,9,4,Total,N/A,N/A,27916.6
999,387,9,4,Total,N/A,N/A,26745.93
1000,388,9,4,Total,N/A,N/A,25046.6
1001,389,9,4,Total,N/A,N/A,24527.96
1002,390,9,4,Total,N/A,N/A,24865.89
1003,391,9,4,Total,N/A,N/A,23914.61
1004,392,9,4,Total,N/A,N/A,23609.67
1005,393,9,4,Total,N/A,N/A,23095.83
1006,394,9,4,Total,N/A,N/A,22826.06
1007,395,9,4,Total,N/A,N/A,22045.29
1008,396,9,4,Total,N/A,N/A,21994.99
1009,397,9,4,Total,N/A,N/A,21750.66
1010,398,9,4,Total,N/A,N/A,22286.48
1011,399,9,4,Total,N/A,N/A,22241.39
1012,400,9,4,Total,N/A,N/A,22597.97
1013,401,9,4,Total,N/A,N/A,21805.67
1014,386,10,4,Total,N/A,N/A,11562.02
1015,387,10,4,Total,N/A,N/A,10609.0
1016,388,10,4,Total,N/A,N/A,9717.49
1017,389,10,4,Total,N/A,N/A,8830.44
1018,390,10,4,Total,N/A,N/A,8418.88
1019,391,10,4,Total,N/A,N/A,7716.53
1020,392,10,4,Total,N/A,N/A,8504.22
1021,393,10,4,Total,N/A,N/A,7591.08
1022,394,10,4,Total,N/A,N/A,7591.08
1023,395,10,4,Total,N/A,N/A,7226.86
1024,396,10,4,Total,N/A,N/A,7226.9
1025,397,10,4,Total,N/A,N/A,7538.76
1026,398,10,4,Total,N/A,N/A,8429.6
1027,399,10,4,Total,N/A,N/A,8783.94
1028,400,10,4,Total,N/A,N/A,8547.94
1029,401,10,4,Total,N/A,N/A,8634.04
1030,386,11,4,Total,N/A,N/A,16519.81
1031,387,11,4,Total,N/A,N/A,16017.28
1032,388,11,4,Total,N/A,N/A,14682.96
1033,389,11,4,Total,N/A,N/A,14325.79
1034,390,11,4,Total,N/A,N/A,14330.92
1035,391,11,4,Total,N/A,N/A,13866.0
1036,392,11,4,Total,N/A,N/A,13482.98
1037,393,11,4,Total,N/A,N/A,12923.35
1038,394,11,4,Total,N/A,N/A,13042.22
1039,395,11,4,Total,N/A,N/A,12813.0
1040,396,11,4,Total,N/A,N/A,12401.25
1041,397,11,4,Total,N/A,N/A,12918.05
1042,398,11,4,Total,N/A,N/A,13658.6
1043,399,11,4,Total,N/A,N/A,13651.02
1044,400,11,4,Total,N/A,N/A,13687.68
1045,401,11,4,Total,N/A,N/A,13335.75
1046,386,12,4,Total,N/A,N/A,24063.59
1047,387,12,4,Total,N/A,N/A,23001.52
1048,388,12,4,Total,N/A,N/A,21975.31
1049,389,12,4,Total,N/A,N/A,21331.73
1050,390,12,4,Total,N/A,N/A,21559.07
1051,391,12,4,Total,N/A,N/A,20890.13
1052,392,12,4,Total,N/A,N/A,20174.85
1053,393,12,4,Total,N/A,N/A,20081.25
1054,394,12,4,Total,N/A,N/A,19959.74
1055,395,12,4,Total,N/A,N/A,19212.77
1056,396,12,4,Total,N/A,N/A,19057.38
1057,397,12,4,Total,N/A,N/A,18784.7
1058,398,12,4,Total,N/A,N/A,19276.74
1059,399,12,4,Total,N/A,N/A,19055.8
1060,400,12,4,Total,N/A,N/A,19202.33
1061,401,12,4,Total,N/A,N/A,18697.53
1062,386,9,5,Total,N/A,N/A,27537.0
1063,387,9,5,Total,N/A,N/A,27145.79
1064,388,9,5,Total,N/A,N/A,24134.73
1065,389,9,5,Total,N/A,N/A,23881.42
1066,390,9,5,Total,N/A,N/A,23325.33
1067,391,9,5,Total,N/A,N/A,22800.87
1068,392,9,5,Total,N/A,N/A,22036.46
1069,393,9,5,Total,N/A,N/A,21478.34
1070,394,9,5,Total,N/A,N/A,21395.42
1071,395,9,5,Total,N/A,N/A,21322.08
1072,396,9,5,Total,N/A,N/A,20776.29
1073,397,9,5,Total,N/A,N/A,20960.53
1074,398,9,5,Total,N/A,N/A,21351.0
1075,399,9,5,Total,N/A,N/A,21613.6
1076,400,9,5,Total,N/A,N/A,21070.14
1077,401,9,5,Total,N/A,N/A,20388.09
1078,386,10,5,Total,N/A,N/A,13855.52
1079,387,10,5,Total,N/A,N/A,13389.86
1080,388,10,5,Total,N/A,N/A,11273.66
1081,389,10,5,Total,N/A,N/A,10875.23
1082,390,10,5,Total,N/A,N/A,10941.15
1083,391,10,5,Total,N/A,N/A,9613.53
1084,392,10,5,Total,N/A,N/A,9900.99
1085,393,10,5,Total,N/A,N/A,8594.84
1086,394,10,5,Total,N/A,N/A,8969.64
1087,395,10,5,Total,N/A,N/A,9312.05
1088,396,10,5,Total,N/A,N/A,8278.16
1089,397,10,5,Total,N/A,N/A,8588.24
1090,398,10,5,Total,N/A,N/A,9012.96
1091,399,10,5,Total,N/A,N/A,9219.76
1092,400,10,5,Total,N/A,N/A,9565.98
1093,401,10,5,Total,N/A,N/A,9619.14
1094,386,11,5,Total,N/A,N/A,18424.75
1095,387,11,5,Total,N/A,N/A,17706.86
1096,388,11,5,Total,N/A,N/A,16248.48
1097,389,11,5,Total,N/A,N/A,15477.05
1098,390,11,5,Total,N/A,N/A,15535.23
1099,391,11,5,Total,N/A,N/A,14786.86
1100,392,11,5,Total,N/A,N/A,14735.55
1101,393,11,5,Total,N/A,N/A,13884.59
1102,394,11,5,Total,N/A,N/A,14201.02
1103,395,11,5,Total,N/A,N/A,14131.02
1104,396,11,5,Total,N/A,N/A,13765.16
1105,397,11,5,Total,N/A,N/A,13954.34
1106,398,11,5,Total,N/A,N/A,14209.9
1107,399,11,5,Total,N/A,N/A,14303.77
1108,400,11,5,Total,N/A,N/A,14008.65
1109,401,11,5,Total,N/A,N/A,13486.1
1110,386,12,5,Total,N/A,N/A,23533.37
1111,387,12,5,Total,N/A,N/A,23134.21
1112,388,12,5,Total,N/A,N/A,20837.19
1113,389,12,5,Total,N/A,N/A,20241.15
1114,390,12,5,Total,N/A,N/A,20276.91
1115,391,12,5,Total,N/A,N/A,20121.18
1116,392,12,5,Total,N/A,N/A,19264.02
1117,393,12,5,Total,N/A,N/A,18847.22
1118,394,12,5,Total,N/A,N/A,18610.0
1119,395,12,5,Total,N/A,N/A,18714.35
1120,396,12,5,Total,N/A,N/A,18030.53
1121,397,12,5,Total,N/A,N/A,18088.52
1122,398,12,5,Total,N/A,N/A,18403.17
1123,399,12,5,Total,N/A,N/A,18406.42
1124,400,12,5,Total,N/A,N/A,17224.24
1125,401,12,5,Total,N/A,N/A,16813.32
1126,386,9,6,Total,N/A,N/A,24033.57
1127,387,9,6,Total,N/A,N/A,23096.92
1128,388,9,6,Total,N/A,N/A,22466.23
1129,389,9,6,Total,N/A,N/A,21631.17
1130,390,9,6,Total,N/A,N/A,20861.14
1131,391,9,6,Total,N/A,N/A,20763.48
1132,392,9,6,Total,N/A,N/A,20185.33
1133,393,9,6,Total,N/A,N/A,19749.03
1134,394,9,6,Total,N/A,N/A,19856.61
1135,395,9,6,Total,N/A,N/A,19436.48
1136,396,9,6,Total,N/A,N/A,19167.93
1137,397,9,6,Total,N/A,N/A,19277.62
1138,398,9,6,Total,N/A,N/A,19516.96
1139,399,9,6,Total,N/A,N/A,19315.56
1140,400,9,6,Total,N/A,N/A,18926.36
1141,401,9,6,Total,N/A,N/A,18466.99
1142,386,10,6,Total,N/A,N/A,11508.69
1143,387,10,6,Total,N/A,N/A,11092.0
1144,388,10,6,Total,N/A,N/A,9437.8
1145,389,10,6,Total,N/A,N/A,8850.18
1146,390,10,6,Total,N/A,N/A,8793.55
1147,391,10,6,Total,N/A,N/A,8806.74
1148,392,10,6,Total,N/A,N/A,8504.67
1149,393,10,6,Total,N/A,N/A,7840.41
1150,394,10,6,Total,N/A,N/A,7283.78
1151,395,10,6,Total,N/A,N/A,7381.98
1152,396,10,6,Total,N/A,N/A,6623.23
1153,397,10,6,Total,N/A,N/A,6772.32
1154,398,10,6,Total,N/A,N/A,7529.64
1155,399,10,6,Total,N/A,N/A,7913.84
1156,400,10,6,Total,N/A,N/A,8186.66
1157,401,10,6,Total,N/A,N/A,8591.6
1158,386,11,6,Total,N/A,N/A,15384.0
1159,387,11,6,Total,N/A,N/A,14964.49
1160,388,11,6,Total,N/A,N/A,13717.53
1161,389,11,6,Total,N/A,N/A,13299.96
1162,390,11,6,Total,N/A,N/A,12845.75
1163,391,11,6,Total,N/A,N/A,12896.45
1164,392,11,6,Total,N/A,N/A,12491.9
1165,393,11,6,Total,N/A,N/A,11892.67
1166,394,11,6,Total,N/A,N/A,11609.2
1167,395,11,6,Total,N/A,N/A,11550.49
1168,396,11,6,Total,N/A,N/A,11127.36
1169,397,11,6,Total,N/A,N/A,11137.92
1170,398,11,6,Total,N/A,N/A,11577.26
1171,399,11,6,Total,N/A,N/A,11643.18
1172,400,11,6,Total,N/A,N/A,12144.18
1173,401,11,6,Total,N/A,N/A,12028.43
1174,386,12,6,Total,N/A,N/A,19803.97
1175,387,12,6,Total,N/A,N/A,19214.15
1176,388,12,6,Total,N/A,N/A,18179.7
1177,389,12,6,Total,N/A,N/A,17702.02
1178,390,12,6,Total,N/A,N/A,17379.17
1179,391,12,6,Total,N/A,N/A,17413.53
1180,392,12,6,Total,N/A,N/A,17223.25
1181,393,12,6,Total,N/A,N/A,16833.69
1182,394,12,6,Total,N/A,N/A,17025.12
1183,395,12,6,Total,N/A,N/A,16509.48
1184,396,12,6,Total,N/A,N/A,16405.41
1185,397,12,6,Total,N/A,N/A,16584.6
1186,398,12,6,Total,N/A,N/A,16487.68
1187,399,12,6,Total,N/A,N/A,15897.41
1188,400,12,6,Total,N/A,N/A,16229.38
1189,401,12,6,Total,N/A,N/A,15725.28
1190,386,9,7,Total,N/A,N/A,26568.7
1191,387,9,7,Total,N/A,N/A,25291.14
1192,388,9,7,Total,N/A,N/A,24470.7
1193,389,9,7,Total,N/A,N/A,23495.12
1194,390,9,7,Total,N/A,N/A,23347.52
1195,391,9,7,Total,N/A,N/A,22554.83
1196,392,9,7,Total,N/A,N/A,22390.4
1197,393,9,7,Total,N/A,N/A,22063.02
1198,394,9,7,Total,N/A,N/A,21856.81
1199,395,9,7,Total,N/A,N/A,21199.83
1200,396,9,7,Total,N/A,N/A,20052.12
1201,397,9,7,Total,N/A,N/A,20191.51
1202,398,9,7,Total,N/A,N/A,20931.68
1203,399,9,7,Total,N/A,N/A,21156.79
1204,400,9,7,Total,N/A,N/A,20869.86
1205,401,9,7,Total,N/A,N/A,20377.68
1206,386,10,7,Total,N/A,N/A,11806.49
1207,387,10,7,Total,N/A,N/A,10191.96
1208,388,10,7,Total,N/A,N/A,10041.26
1209,389,10,7,Total,N/A,N/A,9941.13
1210,390,10,7,Total,N/A,N/A,9362.49
1211,391,10,7,Total,N/A,N/A,8914.92
1212,392,10,7,Total,N/A,N/A,8844.61
1213,393,10,7,Total,N/A,N/A,8480.47
1214,394,10,7,Total,N/A,N/A,8085.88
1215,395,10,7,Total,N/A,N/A,7134.6
1216,396,10,7,Total,N/A,N/A,7566.98
1217,397,10,7,Total,N/A,N/A,7518.84
1218,398,10,7,Total,N/A,N/A,8082.61
1219,399,10,7,Total,N/A,N/A,8248.8
1220,400,10,7,Total,N/A,N/A,8209.95
1221,401,10,7,Total,N/A,N/A,8763.7
1222,386,11,7,Total,N/A,N/A,16803.37
1223,387,11,7,Total,N/A,N/A,15752.1
1224,388,11,7,Total,N/A,N/A,15089.14
1225,389,11,7,Total,N/A,N/A,14271.68
1226,390,11,7,Total,N/A,N/A,14433.6
1227,391,11,7,Total,N/A,N/A,14122.67
1228,392,11,7,Total,N/A,N/A,13534.85
1229,393,11,7,Total,N/A,N/A,12939.01
1230,394,11,7,Total,N/A,N/A,13443.74
1231,395,11,7,Total,N/A,N/A,12659.03
1232,396,11,7,Total,N/A,N/A,12336.9
1233,397,11,7,Total,N/A,N/A,12534.9
1234,398,11,7,Total,N/A,N/A,13222.5
1235,399,11,7,Total,N/A,N/A,13160.89
1236,400,11,7,Total,N/A,N/A,12899.82
1237,401,11,7,Total,N/A,N/A,13201.31
1238,386,12,7,Total,N/A,N/A,22628.22
1239,387,12,7,Total,N/A,N/A,21645.24
1240,388,12,7,Total,N/A,N/A,20871.86
1241,389,12,7,Total,N/A,N/A,20086.04
1242,390,12,7,Total,N/A,N/A,20114.15
1243,391,12,7,Total,N/A,N/A,18910.81
1244,392,12,7,Total,N/A,N/A,19092.46
1245,393,12,7,Total,N/A,N/A,18590.39
1246,394,12,7,Total,N/A,N/A,18861.3
1247,395,12,7,Total,N/A,N/A,18514.74
1248,396,12,7,Total,N/A,N/A,17632.21
1249,397,12,7,Total,N/A,N/A,17284.05
1250,398,12,7,Total,N/A,N/A,18023.05
1251,399,12,7,Total,N/A,N/A,18071.76
1252,400,12,7,Total,N/A,N/A,18002.19
1253,401,12,7,Total,N/A,N/A,17624.84
1254,386,9,8,Total,N/A,N/A,25227.03
1255,387,9,8,Total,N/A,N/A,24186.89
1256,388,9,8,Total,N/A,N/A,23564.33
1257,389,9,8,Total,N/A,N/A,22948.76
1258,390,9,8,Total,N/A,N/A,22061.44
1259,391,9,8,Total,N/A,N/A,22034.53
1260,392,9,8,Total,N/A,N/A,21846.88
1261,393,9,8,Total,N/A,N/A,21551.57
1262,394,9,8,Total,N/A,N/A,21296.1
1263,395,9,8,Total,N/A,N/A,20524.83
1264,396,9,8,Total,N/A,N/A,20440.56
1265,397,9,8,Total,N/A,N/A,20569.14
1266,398,9,8,Total,N/A,N/A,21029.37
1267,399,9,8,Total,N/A,N/A,20960.87
1268,400,9,8,Total,N/A,N/A,21037.13
1269,401,9,8,Total,N/A,N/A,20218.21
1270,386,10,8,Total,N/A,N/A,10762.99
1271,387,10,8,Total,N/A,N/A,9172.42
1272,388,10,8,Total,N/A,N/A,9144.4
1273,389,10,8,Total,N/A,N/A,8498.47
1274,390,10,8,Total,N/A,N/A,8772.96
1275,391,10,8,Total,N/A,N/A,8012.56
1276,392,10,8,Total,N/A,N/A,8450.96
1277,393,10,8,Total,N/A,N/A,8070.71
1278,394,10,8,Total,N/A,N/A,7992.37
1279,395,10,8,Total,N/A,N/A,7293.62
1280,396,10,8,Total,N/A,N/A,6898.27
1281,397,10,8,Total,N/A,N/A,6960.99
1282,398,10,8,Total,N/A,N/A,7779.75
1283,399,10,8,Total,N/A,N/A,7430.51
1284,400,10,8,Total,N/A,N/A,8736.0
1285,401,10,8,Total,N/A,N/A,8878.06
1286,386,11,8,Total,N/A,N/A,16396.95
1287,387,11,8,Total,N/A,N/A,15026.55
1288,388,11,8,Total,N/A,N/A,14778.12
1289,389,11,8,Total,N/A,N/A,14257.96
1290,390,11,8,Total,N/A,N/A,13706.79
1291,391,11,8,Total,N/A,N/A,13819.11
1292,392,11,8,Total,N/A,N/A,13426.68
1293,393,11,8,Total,N/A,N/A,13301.51
1294,394,11,8,Total,N/A,N/A,13117.8
1295,395,11,8,Total,N/A,N/A,12826.83
1296,396,11,8,Total,N/A,N/A,12370.71
1297,397,11,8,Total,N/A,N/A,12679.08
1298,398,11,8,Total,N/A,N/A,13282.54
1299,399,11,8,Total,N/A,N/A,12848.71
1300,400,11,8,Total,N/A,N/A,13087.83
1301,401,11,8,Total,N/A,N/A,12828.48
1302,386,12,8,Total,N/A,N/A,21766.05
1303,387,12,8,Total,N/A,N/A,20677.5
1304,388,12,8,Total,N/A,N/A,20343.86
1305,389,12,8,Total,N/A,N/A,19713.12
1306,390,12,8,Total,N/A,N/A,19152.61
1307,391,12,8,Total,N/A,N/A,19057.88
1308,392,12,8,Total,N/A,N/A,18672.47
1309,393,12,8,Total,N/A,N/A,18594.84
1310,394,12,8,Total,N/A,N/A,18381.52
1311,395,12,8,Total,N/A,N/A,17687.69
1312,396,12,8,Total,N/A,N/A,17557.96
1313,397,12,8,Total,N/A,N/A,17465.56
1314,398,12,8,Total,N/A,N/A,17971.26
1315,399,12,8,Total,N/A,N/A,17669.77
1316,400,12,8,Total,N/A,N/A,17577.2
1317,401,12,8,Total,N/A,N/A,17246.99
1318,386,9,9,Total,N/A,N/A,24885.63
1319,387,9,9,Total,N/A,N/A,23751.71
1320,388,9,9,Total,N/A,N/A,23234.55
1321,389,9,9,Total,N/A,N/A,22575.01
1322,390,9,9,Total,N/A,N/A,21908.92
1323,391,9,9,Total,N/A,N/A,21756.38
1324,392,9,9,Total,N/A,N/A,21033.32
1325,393,9,9,Total,N/A,N/A,20825.87
1326,394,9,9,Total,N/A,N/A,20670.55
1327,395,9,9,Total,N/A,N/A,20644.88
1328,396,9,9,Total,N/A,N/A,20630.07
1329,397,9,9,Total,N/A,N/A,20536.42
1330,398,9,9,Total,N/A,N/A,20664.9
1331,399,9,9,Total,N/A,N/A,20363.01
1332,400,9,9,Total,N/A,N/A,20228.79
1333,401,9,9,Total,N/A,N/A,19736.37
1334,386,10,9,Total,N/A,N/A,10942.33
1335,387,10,9,Total,N/A,N/A,9513.04
1336,388,10,9,Total,N/A,N/A,10196.09
1337,389,10,9,Total,N/A,N/A,9809.47
1338,390,10,9,Total,N/A,N/A,8380.32
1339,391,10,9,Total,N/A,N/A,8334.07
1340,392,10,9,Total,N/A,N/A,7860.36
1341,393,10,9,Total,N/A,N/A,7404.0
1342,394,10,9,Total,N/A,N/A,7292.25
1343,395,10,9,Total,N/A,N/A,7571.41
1344,396,10,9,Total,N/A,N/A,7545.12
1345,397,10,9,Total,N/A,N/A,7678.67
1346,398,10,9,Total,N/A,N/A,8133.07
1347,399,10,9,Total,N/A,N/A,8409.04
1348,400,10,9,Total,N/A,N/A,8084.76
1349,401,10,9,Total,N/A,N/A,8807.16
1350,386,11,9,Total,N/A,N/A,16200.0
1351,387,11,9,Total,N/A,N/A,15422.47
1352,388,11,9,Total,N/A,N/A,15102.21
1353,389,11,9,Total,N/A,N/A,14374.76
1354,390,11,9,Total,N/A,N/A,14268.7
1355,391,11,9,Total,N/A,N/A,13851.37
1356,392,11,9,Total,N/A,N/A,12959.57
1357,393,11,9,Total,N/A,N/A,12954.4
1358,394,11,9,Total,N/A,N/A,12932.13
1359,395,11,9,Total,N/A,N/A,13230.07
1360,396,11,9,Total,N/A,N/A,12921.49
1361,397,11,9,Total,N/A,N/A,12975.76
1362,398,11,9,Total,N/A,N/A,13503.19
1363,399,11,9,Total,N/A,N/A,13350.05
1364,400,11,9,Total,N/A,N/A,13267.84
1365,401,11,9,Total,N/A,N/A,12816.57
1366,386,12,9,Total,N/A,N/A,21071.33
1367,387,12,9,Total,N/A,N/A,20477.58
1368,388,12,9,Total,N/A,N/A,19671.51
1369,389,12,9,Total,N/A,N/A,18995.0
1370,390,12,9,Total,N/A,N/A,18618.9
