comunidad,anio,precio_vivienda,salario_medio,tasa_paro_media,Transporte,Otros bienes y servicios,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",Sanidad,Ocio y cultura,Bebidas alcohólicas y tabaco,Restaurantes y hoteles,Vestido y calzado,Comunicaciones,Enseñanza,Alimentos y bebidas no alcohólicas
Aragón,2018,109.8375,23415.556666666667,10.632499999999999,95.99425000000001,95.24358333333333,98.71316666666667,97.81400000000001,101.80683333333333,98.88233333333334,95.13425000000001,97.21916666666668,103.40625,95.79083333333334,94.6565
Cataluña,2013,94.33725,24226.193333333333,23.12,95.78916666666667,87.84183333333334,95.99633333333333,95.35383333333334,99.97833333333334,92.42691666666667,90.262,94.26008333333333,106.21316666666667,96.94333333333333,87.79208333333334
Aragón,2012,116.26174999999999,21970.78,18.665,95.42933333333333,88.16875,98.72241666666667,90.92158333333333,104.90075,87.97149999999999,88.89858333333332,94.66624999999999,110.128,87.35558333333334,88.14608333333332
Comunitat Valenciana,2019,114.306,21953.256666666668,14.1125,97.10641666666668,97.54741666666666,98.60300000000001,98.38708333333334,100.07158333333332,99.09658333333334,98.10433333333333,98.1555,104.70191666666666,97.66250000000001,96.13416666666666
Cantabria,2020,117.82925,23432.02666666667,12.165,93.26925,98.39608333333332,99.28441666666667,98.75983333333333,99.92541666666666,99.27458333333334,98.89483333333334,98.8775,102.92666666666666,99.4255,98.12116666666667
Aragón,2016,101.8955,22113.960000000003,14.74,89.55516666666666,94.08999999999999,99.55566666666665,97.1665,101.129,95.887,91.34133333333334,95.84708333333333,99.73916666666666,94.33325,92.45683333333334
Canarias,2021,125.79175000000001,22421.52,23.5175,99.99991666666666,99.99991666666666,99.99991666666666,100.00016666666666,100.00008333333334,99.99991666666666,100.0,99.99991666666666,99.99991666666666,100.0,100.0
"Balears, Illes",2009,126.27799999999999,21019.596666666668,17.97,78.95958333333333,81.34816666666667,94.89733333333334,93.711,100.95,68.758,84.25758333333333,94.59625,114.62241666666667,79.0445,85.36025000000001
"Asturias, Principado de",2011,134.0265,22118.153333333332,17.84,91.81400000000001,86.81025,98.17424999999999,92.02508333333333,105.42516666666667,83.7385,88.77966666666667,94.726,115.20725,88.55874999999999,87.16275
Extremadura,2013,102.35625,19071.72333333333,33.86749999999999,95.70791666666666,91.64191666666666,100.27383333333334,98.35383333333334,106.08966666666667,92.93,90.90558333333333,95.6185,106.74225,89.4295,93.27991666666667
"Rioja, La",2016,101.96000000000001,21899.86333333333,13.535,87.21658333333333,95.24016666666667,96.62291666666665,97.00458333333334,100.91283333333332,96.49308333333333,92.79258333333333,95.4885,100.38116666666667,96.50033333333333,93.44966666666666
Galicia,2014,98.655,20165.99,21.6525,95.64466666666668,93.68374999999999,97.86758333333334,94.25691666666667,103.3285,94.4905,89.09558333333332,94.81275,99.44875,91.60141666666668,89.64958333333334
"Rioja, La",2017,104.03675000000001,22136.083333333332,11.9925,90.6775,95.85716666666667,97.1105,97.37191666666666,102.11466666666666,97.95233333333334,93.7325,96.10858333333333,101.62608333333333,97.66216666666668,94.6225
"Madrid, Comunidad de",2010,134.5085,25908.8,15.8425,84.0345,82.67091666666667,97.13191666666667,93.91741666666667,98.52416666666666,73.91333333333333,88.95125,93.41566666666667,114.02166666666666,79.47525,84.02091666666666
