comunidad,anio,precio_vivienda,salario_medio,tasa_paro_media,Transporte,Otros bienes y servicios,"Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar",Sanidad,Ocio y cultura,Bebidas alcohólicas y tabaco,Restaurantes y hoteles,Vestido y calzado,Comunicaciones,Enseñanza,Alimentos y bebidas no alcohólicas
Canarias,2012,107.1735,19288.726666666666,32.575,94.27208333333334,93.23108333333333,106.75133333333333,91.62433333333333,106.64425,67.63583333333334,89.54658333333333,99.20725,108.91133333333333,87.40875,93.09441666666667
Galicia,2015,99.99999999999999,20635.856666666663,19.307499999999997,91.35083333333334,94.69725,97.86399999999999,94.52291666666667,102.74058333333333,95.40966666666667,89.56491666666666,95.18366666666667,97.60708333333334,92.31358333333333,90.65583333333332
Aragón,2014,99.15700000000001,21993.01,20.1725,94.73908333333333,91.26041666666667,99.09683333333334,96.4445,103.70491666666668,94.28041666666667,89.76425,94.88741666666665,99.01016666666668,91.931,90.4535
Aragón,2011,135.82575,22141.196666666667,17.0775,91.5125,85.79033333333332,97.67141666666667,88.80283333333334,105.20333333333333,82.87358333333333,87.94349999999999,94.40908333333334,114.01433333333334,84.39033333333333,85.76425
Aragón,2013,101.49225,21961.789999999997,21.3825,95.58941666666668,90.553,99.30066666666666,96.50166666666667,105.50033333333333,93.16575,89.67183333333332,94.74624999999999,105.42675000000001,90.61383333333333,90.95191666666666
Cataluña,2022,151.70099999999996,28770.666666666668,9.9725,111.94458333333334,103.14683333333333,106.16433333333333,101.71716666666667,103.09041666666667,103.64299999999999,105.60858333333333,105.01808333333334,98.71716666666667,101.22908333333334,110.27808333333333
"Madrid, Comunidad de",2016,108.5665,26270.89,15.712499999999999,88.46708333333333,93.72275,98.28941666666667,98.69066666666667,98.7795,95.08783333333334,93.59991666666667,95.59058333333333,98.91308333333332,95.72308333333332,92.80675000000001
"Murcia, Región de",2008,140.303,18702.293333333335,12.430000000000001,84.86233333333332,83.41658333333334,95.25183333333332,93.53566666666667,106.52158333333334,61.03991666666667,87.805,96.20983333333334,117.13625,75.69941666666666,88.30166666666666
Cataluña,2020,136.89225,27066.806666666667,12.635000000000002,93.05,98.69850000000001,99.22233333333332,99.15825000000001,99.57183333333334,99.78208333333333,99.637,98.9395,103.12175,102.74133333333333,98.11841666666668
"Asturias, Principado de",2021,118.80725000000001,25085.02333333333,12.335,100.00008333333334,100.0,100.00008333333334,100.0,100.00008333333334,100.0,100.0,100.0,99.99991666666666,99.99991666666666,100.0
Comunitat Valenciana,2010,133.01975,20605.18,22.8575,85.02608333333333,86.40908333333334,96.97149999999999,93.30325,100.22166666666668,74.47608333333334,87.693,94.58391666666667,117.24325,82.33008333333333,84.41358333333334
Comunitat Valenciana,2012,106.44399999999999,21127.943333333333,27.19,96.40758333333333,90.53224999999999,98.45183333333334,94.03308333333332,100.25599999999999,87.53108333333334,89.48649999999999,95.03808333333335,112.31975,88.2715,88.151
Extremadura,2011,130.76325,19752.86,25.080000000000002,91.57600000000001,88.3875,98.93466666666666,90.212,108.78366666666666,82.49241666666667,90.29208333333334,95.61508333333335,115.44508333333333,81.68308333333333,88.11458333333333
Canarias,2015,99.99975,19824.36333333333,29.105,91.37049999999999,94.52266666666667,103.10491666666667,98.99883333333332,104.1475,79.2345,90.95791666666666,97.17958333333333,97.54825,96.69066666666667,92.02641666666666
"Navarra, Comunidad Foral de",2022,125.15275000000001,29060.89,9.735,112.67399999999999,103.39575,107.90233333333333,101.47133333333333,103.64316666666667,103.68283333333333,105.38466666666666,103.05008333333335,98.618,97.02058333333333,111.60416666666667
"Balears, Illes",2013,93.5805,20786.48,22.335,96.81341666666667,89.28991666666667,97.5595,99.60475000000001,101.30191666666667,92.83508333333333,87.53816666666667,94.71008333333333,104.38183333333335,90.20791666666666,89.78533333333333
País Vasco,2018,113.74799999999999,28399.47333333333,9.969999999999999,94.28775,96.35341666666666,96.69291666666668,98.29358333333333,101.40616666666666,99.17391666666667,95.86941666666667,97.08800000000001,103.34658333333334,97.09558333333332,94.48141666666668
"Rioja, La",2023,133.66025,26369.47,9.375,112.45325000000001,109.66175,111.41183333333333,103.36266666666667,107.66708333333334,112.0345,114.15258333333334,110.50108333333333,101.70258333333334,101.98058333333334,123.39958333333334
Cataluña,2009,143.71575,23739.916666666668,16.2175,78.95774999999999,78.16725,90.59249999999999,86.03416666666668,98.66116666666666,67.91125,85.17083333333333,93.52133333333335,116.74116666666667,77.37133333333334,81.76541666666667
Andalucía,2008,134.53425,19848.486666666668,17.7025,84.01441666666666,82.33058333333334,96.92791666666666,90.08633333333334,109.16858333333334,61.36116666666667,86.73916666666666,97.15050000000001,116.72241666666667,74.55958333333334,87.36158333333333
Castilla - La Mancha,2014,97.84549999999999,20507.083333333332,28.994999999999997,95.17666666666666,92.49541666666666,99.3605,96.38033333333334,104.15275000000001,93.42283333333334,91.78883333333333,95.05250000000001,98.3845,93.17191666666668,89.37675
"Madrid, Comunidad de",2012,103.98425,26000.58,18.53,94.83691666666665,87.68175000000001,99.39583333333333,94.52008333333333,100.54291666666666,87.1055,91.08616666666667,94.13475,109.195,84.43599999999999,87.73191666666666
Andalucía,2017,106.10074999999999,21289.03,25.505,92.68983333333334,96.31075,98.94016666666666,97.67174999999999,101.54708333333333,97.74716666666666,94.49183333333333,96.35166666666667,101.15058333333333,95.60333333333334,93.94775
Galicia,2016,101.957,21050.266666666666,17.154999999999998,89.47191666666667,95.89266666666667,97.67058333333334,94.79450000000001,101.29158333333334,95.86725,90.63358333333333,95.8215,100.1075,93.21600000000001,92.10758333333332
Canarias,2013,97.95325,19155.406666666666,33.73,95.197,93.43033333333334,106.04491666666667,98.96475,106.854,71.32841666666667,89.70241666666668,98.81358333333333,105.84775,95.81641666666667,93.67583333333334
Extremadura,2020,106.30874999999999,20447.376666666667,21.795,92.44341666666666,98.81758333333333,99.29575,99.48700000000001,100.14966666666668,99.49891666666667,99.12183333333333,99.01658333333334,103.16175,98.58041666666666,98.45858333333332
"Murcia, Región de",2010,137.4435,20728.04333333333,22.8625,85.17491666666668,86.30475,96.40225,89.94358333333334,103.66525,73.93491666666667,88.86716666666666,94.10716666666667,115.42433333333334,81.16533333333332,86.38141666666667
"Balears, Illes",2016,106.176,21489.263333333332,13.9575,91.08766666666666,94.02991666666667,97.34116666666667,97.71325,100.54491666666667,96.04575,90.791,95.84041666666667,98.78949999999999,94.25716666666666,92.67241666666666
"Asturias, Principado de",2023,130.90075000000002,27919.646666666667,12.1225,112.82791666666667,107.75583333333333,112.25,100.88758333333334,106.93374999999999,111.71908333333333,111.92208333333333,108.5745,101.61425000000001,105.28116666666666,123.45508333333333
Aragón,2019,116.5135,23443.35666666667,10.024999999999999,97.53991666666667,96.28466666666667,98.49541666666666,98.53375,100.70433333333334,99.31741666666666,97.66325,98.00158333333333,104.27041666666666,97.0575,95.69083333333333
Castilla y León,2019,112.08324999999999,22047.11333333333,11.64,96.88566666666667,97.84733333333332,98.03683333333333,98.24166666666667,101.08291666666666,99.45108333333333,97.79383333333334,98.09325,104.30541666666666,99.86858333333333,95.57858333333333
Andalucía,2014,97.077,20652.583333333332,34.78,94.92200000000001,92.97983333333333,99.88616666666667,96.39616666666666,102.8845,94.71358333333335,91.0625,95.25758333333333,99.13100000000001,92.68933333333332,90.66316666666667
Castilla y León,2011,135.80025,20901.953333333335,16.867500000000003,90.392,88.23450000000001,95.35083333333334,87.27533333333334,102.40325,82.815,88.21916666666665,94.37625000000001,114.15350000000001,82.3585,85.08333333333333
"Rioja, La",2021,121.33125000000001,23780.236666666668,11.605,100.0,100.0,100.0,100.0,99.99991666666666,99.99991666666666,100.0,100.00008333333334,100.0,100.00041666666668,100.00016666666666
"Rioja, La",2014,99.48325,21909.399999999998,18.16,93.00283333333334,92.69016666666666,96.43575,97.09100000000001,99.94033333333334,95.36983333333335,91.70458333333333,94.58708333333334,99.722,95.03408333333334,90.65058333333333
"Navarra, Comunidad Foral de",2020,113.49125,27787.0,10.055,93.45916666666666,98.67458333333333,97.8625,98.45425,99.85325,99.90816666666666,98.88974999999999,98.99933333333333,103.2315,100.56124999999999,97.45066666666666
Canarias,2009,134.4405,18854.643333333337,26.0,76.10608333333333,89.70841666666666,108.02833333333332,92.168,109.62758333333333,61.16408333333334,86.98141666666668,100.29341666666666,113.74091666666668,79.66075,91.60374999999999
"Murcia, Región de",2023,132.505,25201.27666666667,12.775,112.8565,108.23958333333333,113.69125000000001,103.32533333333333,107.50425,112.45033333333333,113.10433333333333,105.61025000000001,101.71791666666667,102.83300000000001,125.89166666666667
Extremadura,2018,103.737,19905.0,23.6425,95.00941666666667,96.01741666666668,98.33966666666667,99.05691666666667,101.75233333333334,98.31966666666666,95.64274999999999,97.34941666666667,103.97175,95.68075,95.36183333333334
Canarias,2019,117.58699999999999,20828.216666666664,20.5,95.9445,97.383,99.47224999999999,99.46758333333332,102.0195,96.46600000000001,97.67091666666666,98.14341666666667,104.35591666666666,98.85433333333333,96.222
Galicia,2013,99.83425,19868.47333333333,22.0425,95.28166666666665,93.19058333333334,98.42399999999999,94.21175,104.63308333333333,93.7925,88.5765,94.64725,105.93641666666667,90.248,89.96183333333333
"Balears, Illes",2015,100.00025,21441.35,17.409999999999997,93.248,92.37958333333334,97.64975,97.17225,102.09241666666667,95.44308333333333,89.17083333333333,95.21308333333333,96.25541666666668,93.21600000000001,91.34658333333334
"Balears, Illes",2020,135.89875,23859.726666666666,16.1875,93.92691666666667,98.98883333333333,97.83158333333334,98.40083333333332,99.73258333333332,99.23541666666667,98.589,99.01016666666668,102.98458333333333,99.1955,97.81124999999999
"Asturias, Principado de",2008,145.64725,21521.343333333334,8.5,84.57966666666667,80.95183333333334,93.44841666666667,93.38541666666667,106.88241666666666,62.43283333333333,83.53941666666667,96.15066666666667,118.00308333333334,80.95491666666668,87.25574999999999
Comunitat Valenciana,2009,137.29825,20289.383333333335,20.7625,79.77758333333334,84.86266666666667,96.78883333333333,94.19708333333334,101.53908333333334,66.61133333333333,86.77625,94.76991666666667,118.26491666666668,80.06591666666667,85.38733333333333
Canarias,2016,103.34375,19703.303333333333,26.06,89.35416666666667,95.41616666666665,101.63558333333333,99.5335,102.51458333333333,83.49491666666667,92.51083333333332,97.12349999999999,100.04666666666667,97.92758333333335,92.74241666666667
Cataluña,2015,100.0,24260.73,18.5925,90.46583333333332,91.01275,96.06308333333334,96.11008333333332,99.33466666666668,94.59858333333334,91.64141666666666,94.837,97.87041666666666,99.06483333333334,89.473
Comunitat Valenciana,2011,123.15375,21180.233333333334,23.985000000000003,91.61683333333333,88.64550000000001,98.06508333333333,91.84183333333334,99.8285,82.47691666666667,88.95116666666667,94.84158333333333,116.246,84.44766666666666,86.11516666666667
"Madrid, Comunidad de",2013,92.203,26132.98,19.7625,95.73908333333333,89.30258333333335,99.47149999999999,99.16325,101.25600000000001,92.38275,91.38008333333333,94.31916666666666,104.505,92.84425,90.2145
Castilla y León,2023,129.538,25230.60666666667,9.682500000000001,112.8195,107.89366666666666,111.31358333333333,102.69041666666668,106.05691666666667,111.20108333333333,114.02024999999999,104.98,101.82441666666666,102.01183333333334,125.63033333333334
Castilla - La Mancha,2010,143.13675,20189.616666666665,21.2225,85.33308333333333,86.18675,97.94491666666666,86.74641666666666,106.59358333333334,73.94466666666666,89.40266666666666,94.79491666666667,114.31408333333333,77.86016666666667,84.13741666666667
"Balears, Illes",2011,116.97975,21305.73,21.9475,90.38324999999999,85.40541666666667,97.09516666666667,90.75274999999999,99.57491666666665,82.80058333333334,85.44716666666666,94.37808333333334,113.017,83.15275,85.17216666666667
Cataluña,2023,157.01,29980.399999999998,9.344999999999999,112.02541666666667,107.62033333333333,112.05008333333332,104.44433333333335,108.16916666666667,111.70733333333334,112.17833333333334,107.50458333333334,101.71291666666667,102.67391666666667,122.00958333333334
Galicia,2012,112.3845,19392.013333333332,20.5325,95.03208333333333,91.31391666666667,97.13216666666666,87.62141666666666,103.92366666666668,88.45858333333332,87.61916666666667,94.63816666666666,110.69666666666666,87.349,87.49466666666666
País Vasco,2020,121.362,30130.053333333333,9.5375,93.31025,98.70100000000001,98.13433333333334,99.1795,100.14833333333333,99.62483333333334,98.85241666666667,98.99308333333333,103.04766666666666,99.11158333333333,98.03341666666667
Comunitat Valenciana,2021,121.86600000000001,23344.55,16.085,100.00008333333334,100.00008333333334,100.0,100.00016666666666,99.99991666666666,99.99991666666666,100.0,100.00016666666666,100.0,99.99991666666666,100.00008333333334
"Madrid, Comunidad de",2009,133.98125,25747.320000000003,13.855,78.38558333333333,80.55908333333333,96.4045,94.99658333333333,99.61125,66.15508333333334,88.08358333333332,93.65366666666667,114.80416666666667,78.17125,84.53766666666667
Andalucía,2019,117.35775,21993.39333333333,21.1875,96.59741666666666,98.20408333333334,99.22699999999999,98.67633333333333,100.88558333333333,99.528,98.02666666666666,98.03191666666667,104.29866666666668,98.18283333333333,96.13916666666667
Comunitat Valenciana,2023,135.92075,25590.47,12.8025,113.01291666666667,108.76566666666668,111.45316666666668,103.06616666666667,106.70866666666666,111.79616666666668,114.49258333333334,104.11683333333333,101.44658333333332,102.99058333333333,125.13066666666667
Cantabria,2016,102.54724999999999,21829.97,14.9075,87.13591666666666,94.45474999999999,99.26933333333334,94.71866666666666,102.28716666666666,95.73508333333332,91.89658333333334,95.58033333333333,98.33491666666667,96.87475,92.83058333333334
"Madrid, Comunidad de",2023,163.4145,32174.00333333333,9.955,107.10258333333333,108.6355,110.4765,100.49441666666667,108.12691666666666,111.49925,113.65116666666667,105.00958333333334,102.12049999999999,103.25466666666667,124.90741666666666
Extremadura,2015,100.0,19560.983333333334,29.095,90.03875,94.02674999999999,98.69133333333333,98.43608333333333,102.19691666666667,95.23308333333334,91.73366666666668,95.96499999999999,98.31225,91.63533333333334,92.01175
"Navarra, Comunidad Foral de",2010,151.0575,23578.173333333336,11.9025,84.45433333333334,84.03741666666667,93.618,84.08458333333333,100.29333333333334,75.25016666666666,87.27833333333332,93.49975,117.39058333333332,79.68283333333333,84.58466666666666
Andalucía,2010,128.1085,20783.216666666667,27.7725,84.72266666666667,86.03724999999999,98.56558333333334,87.38974999999999,106.45758333333333,75.098,89.22116666666666,94.84091666666666,115.12058333333333,79.20408333333334,85.14683333333333
"Balears, Illes",2010,123.7295,21546.27666666667,20.18,83.87816666666667,83.01350000000001,96.13966666666666,92.34358333333334,100.85291666666666,75.64891666666666,84.62383333333334,94.27466666666668,113.904,81.36983333333333,83.98708333333333
Galicia,2020,114.516,22852.45,12.014999999999999,92.83616666666666,99.22316666666666,99.08566666666667,98.30566666666668,99.943,100.29616666666668,98.63974999999999,98.98908333333333,103.10199999999999,98.55483333333332,97.84966666666666
Castilla y León,2010,144.791,20761.806666666667,15.7975,83.82583333333334,85.73674999999999,94.51516666666667,87.76608333333333,102.69075,74.95508333333333,86.80175000000001,94.11533333333334,115.06891666666667,79.99708333333334,83.35075
Aragón,2010,147.964,22141.076666666664,14.955,85.08433333333333,83.35416666666667,96.44,89.18816666666667,105.3825,74.84125,87.10541666666667,94.07758333333334,114.93116666666667,82.07033333333334,83.994
"Murcia, Región de",2021,120.3275,23048.626666666667,14.7225,99.99991666666666,100.00008333333334,99.99991666666666,100.0,100.00008333333334,100.0,100.00016666666666,100.00008333333334,100.00008333333334,100.0,100.00008333333334
"Madrid, Comunidad de",2022,157.23225000000002,31155.86666666667,11.215,110.74491666666667,103.52300000000001,105.78866666666666,100.56183333333333,103.33091666666667,103.61500000000001,106.58375000000001,101.06541666666668,98.83075000000001,101.06341666666667,111.65875
"Madrid, Comunidad de",2015,100.0,26410.73,17.057499999999997,90.58816666666667,92.02524999999999,98.69066666666667,98.8855,99.45975,94.85175,92.7865,94.88633333333333,96.38475,96.52725,91.53608333333334
"Navarra, Comunidad Foral de",2013,106.285,23683.170000000002,17.93,94.94633333333333,91.7375,99.07183333333334,91.94433333333332,102.98766666666667,93.43791666666668,89.58891666666666,94.39991666666667,107.70575000000001,93.57008333333333,90.11358333333334
Andalucía,2020,120.0975,22209.063333333335,22.2675,92.94008333333333,99.40858333333334,99.28125,99.27216666666668,100.11141666666667,100.05650000000001,99.094,99.01041666666667,103.07266666666668,99.06133333333334,98.44675
Cataluña,2008,162.1985,23219.303333333333,8.885,83.84308333333333,75.77575,89.08708333333334,86.04450000000001,98.82458333333334,62.653333333333336,83.35858333333333,94.92733333333332,117.59191666666668,73.85458333333334,81.80533333333334
"Balears, Illes",2021,143.803,24126.0,14.435,99.99991666666666,99.99991666666666,100.00008333333334,100.00008333333334,100.00008333333334,99.99991666666666,100.0,100.0,99.99991666666666,99.99983333333334,99.99983333333334
"Navarra, Comunidad Foral de",2015,100.0,24718.14333333333,13.8275,89.84816666666666,93.18441666666666,97.42941666666667,93.73483333333333,100.96991666666666,95.57858333333333,90.64358333333332,95.03491666666666,99.18016666666666,96.51841666666667,90.38791666666667
Cantabria,2018,112.938,22511.283333333336,10.675,95.09158333333333,95.72083333333335,98.9925,95.47191666666667,102.39983333333333,98.88533333333334,95.44183333333332,96.96966666666667,102.65108333333335,97.44875,95.43016666666666
Canarias,2011,123.6105,19477.586666666666,29.28,88.42158333333333,91.90716666666667,107.28091666666667,88.74725000000001,107.17558333333334,65.63741666666667,88.65083333333332,99.457,111.88791666666667,83.6065,91.86191666666667
Galicia,2010,136.011,20186.436666666665,15.325000000000001,84.837,87.30291666666666,94.90133333333334,85.77591666666666,103.49641666666668,76.58958333333334,84.85958333333333,94.2305,115.56991666666666,82.67833333333333,83.43591666666667
Castilla - La Mancha,2009,144.76975000000002,19973.106666666667,18.872500000000002,79.96891666666666,84.5415,97.78741666666667,87.938,107.46108333333332,66.16908333333333,88.2445,95.27708333333334,115.12433333333333,75.62925,85.33666666666666
Castilla y León,2021,118.7995,23541.070000000003,11.620000000000001,100.0,100.0,99.99991666666666,99.99991666666666,100.00008333333334,100.00008333333334,100.0,99.99991666666666,100.00008333333334,100.0,99.99983333333334
Extremadura,2014,98.12574999999998,19141.38,29.7925,94.327,92.49549999999999,99.56858333333332,98.88683333333334,103.63925,94.07658333333332,91.04725,95.68124999999999,100.18341666666667,90.58958333333334,91.957
Castilla y León,2009,148.896,20801.156666666666,13.975,78.66291666666667,84.08800000000001,93.97441666666667,88.52216666666668,104.24358333333333,67.34491666666666,85.3185,94.44891666666666,115.92441666666667,77.76141666666666,83.95575
"Asturias, Principado de",2009,144.29775,22354.48,13.42,79.91716666666666,82.71041666666666,95.23866666666667,93.51891666666666,106.26008333333334,68.00116666666666,85.53583333333334,94.58591666666666,117.09033333333333,84.30466666666666,85.33800000000001
Andalucía,2009,130.1625,20728.806666666667,25.245,79.06625,84.3285,98.09108333333334,88.90108333333335,108.15666666666665,67.16633333333333,88.29883333333333,95.33708333333334,115.97699999999999,77.215,86.01400000000001
"Asturias, Principado de",2012,114.53625,21608.496666666666,21.822499999999998,95.67416666666666,88.56058333333334,98.90266666666668,94.8175,105.53991666666667,88.55158333333333,89.83808333333333,95.07491666666665,111.31925,90.7985,88.97708333333333
"Balears, Illes",2012,100.78925000000001,20947.27,23.2575,95.37691666666666,87.22633333333333,97.253,93.0175,101.036,87.69433333333332,86.64316666666667,94.65333333333332,109.07758333333334,86.0725,87.18008333333334
Extremadura,2016,101.42974999999998,19463.41,27.515,88.19466666666666,95.29391666666668,99.09283333333333,98.4135,101.20125,95.43333333333334,92.43650000000001,96.36649999999999,100.79275,93.40983333333334,93.40499999999999
"Navarra, Comunidad Foral de",2012,119.9025,23626.436666666665,16.1625,94.68083333333334,89.54591666666666,97.67283333333334,86.43541666666665,102.08166666666666,88.09541666666667,89.16558333333334,94.24741666666667,112.51858333333332,86.25433333333332,88.12958333333334
Aragón,2009,156.46625,21927.8,13.0525,79.88925,81.31666666666666,96.1055,89.70091666666667,107.17241666666666,66.94716666666666,86.24991666666666,94.21758333333332,115.77691666666668,79.96575,84.791
"Navarra, Comunidad Foral de",2016,101.6765,25171.123333333333,12.485,89.05874999999999,94.86241666666666,97.778,94.28333333333335,100.26166666666667,95.97458333333333,92.0295,95.59224999999999,101.632,97.51841666666667,91.86891666666668
País Vasco,2008,157.0615,25192.399999999998,6.6225000000000005,82.32341666666666,80.82558333333334,89.82408333333332,87.25016666666666,100.22941666666667,63.321333333333335,83.7225,94.81383333333333,116.25541666666668,78.55725,83.77458333333333
"Rioja, La",2012,117.833,20309.993333333336,20.567500000000003,93.42791666666666,90.80541666666666,95.17316666666666,92.00633333333333,100.92566666666666,89.32525,90.61708333333333,94.29483333333333,110.9755,87.99891666666667,88.90350000000001
Aragón,2021,124.019,24894.846666666668,10.337499999999999,100.00016666666666,99.99983333333334,99.99991666666666,100.0,99.99991666666666,100.0,99.99991666666666,100.00008333333334,100.0,100.0,100.0
Cantabria,2015,100.0,21690.81,17.6475,89.56791666666668,93.07133333333333,98.13324999999999,94.06175,103.50233333333334,95.57891666666666,91.5545,95.05091666666668,95.80883333333333,95.78474999999999,91.49849999999999
Cantabria,2012,105.10725,20091.133333333335,17.7925,95.97308333333332,88.41808333333334,96.50725,86.05591666666668,104.47908333333334,87.50758333333333,90.57283333333334,94.38483333333333,108.29925000000001,88.56108333333333,87.76716666666665
Cataluña,2019,134.144,25973.933333333334,11.0325,97.10425,97.19775,98.72666666666667,99.15425,100.07216666666666,99.12891666666667,98.69766666666668,97.91816666666666,104.43599999999999,102.95516666666667,95.85375
"Balears, Illes",2014,93.98724999999999,21367.006666666668,20.14,96.70591666666667,90.53866666666666,97.68408333333333,98.57483333333333,101.65075,94.25875,88.33425,94.82958333333333,98.03366666666666,91.96116666666666,89.65366666666667
"Navarra, Comunidad Foral de",2021,116.689,28303.91,10.712499999999999,100.00016666666666,100.0,99.99983333333334,99.99991666666666,99.99991666666666,100.0,99.99991666666666,99.99991666666666,100.00008333333334,99.99991666666666,100.00008333333334
"Navarra, Comunidad Foral de",2014,99.39475,24507.873333333333,15.71,93.79416666666667,91.70708333333333,98.37475,92.85333333333334,101.09833333333334,94.38074999999999,89.90058333333333,94.64033333333333,101.06983333333334,94.99233333333332,89.44675
País Vasco,2010,138.61975,26336.153333333332,10.690000000000001,82.87025,84.54791666666667,92.27633333333334,86.97883333333334,99.52583333333332,75.92508333333333,87.16391666666668,93.38966666666666,114.72449999999999,83.56400000000001,83.09341666666667
Castilla y León,2016,101.0565,21553.213333333333,15.825,87.20100000000001,95.38633333333333,97.52008333333333,96.15125,100.7955,95.93891666666667,92.72458333333333,95.61841666666668,99.88525,98.56124999999999,91.96308333333333
Canarias,2018,113.27625,20716.039999999997,20.0775,95.50616666666667,96.74633333333333,99.96591666666666,99.37783333333334,102.98775,91.16175,96.05900000000001,97.22466666666666,103.57691666666666,99.16041666666666,95.98424999999999
"Asturias, Principado de",2010,142.1955,22066.103333333333,15.915000000000001,84.9875,84.62166666666667,96.37258333333334,93.04783333333334,105.06725,75.73649999999999,87.00166666666667,94.27916666666665,116.15816666666667,86.57416666666667,84.67691666666667
Canarias,2020,118.96,21596.77,22.65,95.563,98.86416666666666,99.79233333333333,99.71416666666666,100.59833333333334,98.80866666666667,99.10258333333333,99.07541666666667,103.09433333333334,99.28175,98.82266666666668
Cataluña,2017,117.2595,25101.743333333336,13.412500000000001,92.82074999999999,94.25333333333333,97.24575,97.48841666666665,100.3405,96.47183333333334,94.83391666666667,96.11666666666667,101.60916666666667,101.0625,92.48783333333334
"Balears, Illes",2018,123.18499999999999,22774.73,11.6775,96.77241666666667,96.91766666666666,97.05866666666667,99.08125,100.45783333333333,99.24874999999999,95.38408333333332,97.03275000000001,102.91475000000001,96.52441666666668,95.00283333333334
Castilla y León,2020,114.7195,22937.899999999998,12.0675,92.8635,99.10674999999999,98.83483333333334,98.74766666666666,100.16466666666668,100.07333333333334,99.036,99.03425,103.07133333333333,99.18624999999999,98.11025000000001
Extremadura,2010,139.24800000000002,19381.476666666666,22.970000000000002,84.1655,86.0585,98.27325,91.83758333333333,109.49041666666666,74.33291666666666,89.0745,95.68591666666667,116.42258333333332,79.84975,86.28608333333334
Aragón,2022,131.95999999999998,25980.463333333333,9.620000000000001,112.15899999999999,103.82783333333333,106.87875000000001,101.67533333333334,102.33116666666666,103.64916666666666,105.51408333333335,103.97283333333333,98.76275,102.01425,112.39791666666667
"Murcia, Región de",2009,138.88175,20147.99,20.3275,79.39058333333334,84.81150000000001,96.3675,91.29275,105.57008333333333,66.47675,88.43908333333333,94.3455,116.30125,78.94066666666667,87.17383333333333
País Vasco,2016,102.57374999999999,27303.36666666667,12.592500000000001,87.50166666666667,94.9645,96.72125,97.06166666666667,99.97166666666668,95.48083333333334,92.447,95.40125,99.63475,94.65658333333333,91.92183333333332
Extremadura,2019,105.76475,19925.663333333334,21.535,96.37291666666665,97.3155,98.97041666666667,99.11941666666667,101.524,98.83691666666665,97.56683333333332,98.05433333333333,104.54791666666667,97.05275,96.1145
Comunitat Valenciana,2014,97.65950000000001,20543.649999999998,25.8125,94.92750000000001,92.53775,98.55308333333333,101.74966666666667,100.37366666666667,94.43825,90.34025000000001,94.99308333333333,100.84224999999999,95.2095,90.58008333333333
Canarias,2017,107.88825,20131.573333333334,23.472499999999997,92.59333333333335,96.19766666666668,100.04841666666665,99.63475,103.03983333333333,86.91191666666667,94.20133333333332,96.661,101.33550000000001,99.22758333333333,94.30133333333333
Cantabria,2010,134.88575,20989.63,13.7,83.53383333333333,84.06441666666667,96.78466666666667,83.45375,103.06408333333333,74.94008333333333,87.67075,93.70275,112.996,84.39991666666667,84.91391666666667
Castilla y León,2015,100.0,21318.493333333332,18.259999999999998,89.43374999999999,94.23225000000001,97.2695,95.68624999999999,101.82358333333333,95.70141666666666,91.40891666666666,95.1195,97.39233333333334,97.65316666666666,90.62658333333333
Extremadura,2017,101.84975000000001,19659.95666666667,26.2175,91.68816666666667,95.479,98.32133333333333,98.49983333333334,101.978,96.87075,93.952,96.56975,101.98599999999999,94.45025,93.89433333333334
Castilla - La Mancha,2019,107.643,21780.89,16.205,96.59016666666666,97.50116666666666,98.37950000000001,98.46991666666666,101.33633333333334,98.76166666666667,97.43733333333334,98.09224999999999,104.11966666666666,97.60441666666668,95.96416666666666
Cantabria,2023,143.358,26480.45,8.1425,111.53000000000002,110.21316666666667,109.74775,102.20283333333333,107.31858333333334,112.36591666666668,113.54433333333333,103.07249999999999,102.25191666666667,103.50150000000001,125.00574999999999
Extremadura,2023,116.36375000000001,23681.963333333333,17.3675,111.67441666666667,108.92649999999999,108.65583333333335,100.60625,103.21300000000001,111.92566666666666,112.2065,99.21483333333333,101.598,103.13908333333335,127.35741666666667
Aragón,2023,137.11350000000002,26779.016666666666,8.575,111.74483333333335,108.14191666666666,111.29358333333333,104.13833333333334,106.62891666666667,111.0365,111.89208333333333,105.36283333333334,101.87116666666667,104.875,124.73866666666667
"Rioja, La",2013,101.723,20568.49666666667,20.035,93.57333333333334,92.24825,97.01141666666666,97.37,101.35458333333332,94.55116666666667,91.31225,94.43958333333335,106.22283333333333,93.66775,91.166
"Balears, Illes",2017,114.62700000000001,22013.49,12.5275,94.84683333333334,95.71358333333335,97.01425,97.97675,101.40275000000001,97.72066666666666,93.38566666666667,96.26458333333333,100.24125,95.34349999999999,93.6965
Extremadura,2022,114.61175,21910.263333333332,17.3275,113.41375,103.65358333333334,104.67458333333333,100.08808333333333,101.30775,103.96825,106.81425,98.35741666666667,98.6845,101.06625000000001,113.27575
Andalucía,2021,125.598,23015.85666666667,21.86,100.00008333333334,99.99983333333334,99.99991666666666,100.00008333333334,99.99991666666666,99.99991666666666,100.0,100.00008333333334,100.0,99.99975,100.0
Andalucía,2012,106.26725,20770.716666666667,34.3525,95.709,90.31683333333332,99.89108333333333,89.14983333333333,105.6945,88.18458333333332,90.95708333333333,95.20966666666668,110.29291666666667,84.94500000000001,88.59249999999999
