salario,comunidad,anio,ipc_valor,poder_adquisitivo
24449.19,Cataluña,2010,89.34158974358975,273.65967037489645
23851.31,Cataluña,2009,87.915891025641,271.2969148324241
23375.54,Cataluña,2008,87.55081410256412,266.993976465096
25632.37,Comunitat Valenciana,2023,109.01933333333334,235.1176549725125
24510.34,Comunitat Valenciana,2022,105.7216730769231,231.83836659647142
23448.29,Comunitat Valenciana,2021,99.99996794871795,234.48297515479973
22856.7,Comunitat Valenciana,2020,98.1816346153846,232.80015747892696
22045.66,Comunitat Valenciana,2019,98.30401923076923,224.26000658475309
22121.05,Comunitat Valenciana,2018,97.61655769230768,226.61165813413197
21362.39,Comunitat Valenciana,2017,96.29589743589743,221.84112271470948
21168.81,Comunitat Valenciana,2016,94.88607051282052,223.09712991160046
20935.41,Comunitat Valenciana,2015,94.81678205128203,220.7985711714726
20639.58,Comunitat Valenciana,2014,95.05655128205129,217.1294847291309
20878.02,Comunitat Valenciana,2013,95.36280128205128,218.9325367891595
21223.72,Comunitat Valenciana,2012,93.60912179487178,226.72704959788126
21316.34,Comunitat Valenciana,2011,91.63215384615384,232.62947672046596
20707.24,Comunitat Valenciana,2010,89.34158974358975,231.77604136471888
20489.79,Comunitat Valenciana,2009,87.915891025641,233.06127892196506
19793.62,Comunitat Valenciana,2008,87.55081410256412,226.08150709840515
23684.22,Extremadura,2023,109.01933333333334,217.24788875367673
21922.73,Extremadura,2022,105.7216730769231,207.36268507639886
21393.01,Extremadura,2021,99.99996794871795,213.9301685673617
20479.3,Extremadura,2020,98.1816346153846,208.5858529471966
19940.68,Extremadura,2019,98.30401923076923,202.84704690648653
19947.8,Extremadura,2018,97.61655769230768,204.34852930254385
19672.4,Extremadura,2017,96.29589743589743,204.2911538686847
19475.2,Extremadura,2016,94.88607051282052,205.24825082063663
19564.49,Extremadura,2015,94.81678205128203,206.33994928680949
19180.57,Extremadura,2014,95.05655128205129,201.7806215490347
19129.72,Extremadura,2013,95.36280128205128,200.5993924551428
19721.35,Extremadura,2012,93.60912179487178,210.6776521546258
19879.46,Extremadura,2011,91.63215384615384,216.94851823931472
19480.55,Extremadura,2010,89.34158974358975,218.04570587907773
19099.56,Extremadura,2009,87.915891025641,217.24809675681433
18264.9,Extremadura,2008,87.55081410256412,208.62056152445388
25279.15,Galicia,2023,109.01933333333334,231.87767918840083
24169.68,Galicia,2022,105.7216730769231,228.61613230821783
23305.86,Galicia,2021,99.99996794871795,233.05867469829317
22834.66,Galicia,2020,98.1816346153846,232.57567557774107
22177.4,Galicia,2019,98.30401923076923,225.60013490331897
22244.59,Galicia,2018,97.61655769230768,227.8772221216412
21605.88,Galicia,2017,96.29589743589743,224.3696831880369
21082.12,Galicia,2016,94.88607051282052,222.1835079275571
20624.55,Galicia,2015,94.81678205128203,217.5200376326327
20195.89,Galicia,2014,95.05655128205129,212.46184221511322
19824.66,Galicia,2013,95.36280128205128,207.8867203299249
19389.2,Galicia,2012,93.60912179487178,207.12938683997146
19970.29,Galicia,2011,91.63215384615384,217.93976417414783
20241.99,Galicia,2010,89.34158974358975,226.5685002706409
19806.66,Galicia,2009,87.915891025641,225.29101131697922
19156.41,Galicia,2008,87.55081410256412,218.8033337709302
32219.6,"Madrid, Comunidad de",2023,109.01933333333334,295.54024056895105
31230.73,"Madrid, Comunidad de",2022,105.7216730769231,295.40518127514423
29512.58,"Madrid, Comunidad de",2021,99.99996794871795,295.1258945916329
28829.06,"Madrid, Comunidad de",2020,98.1816346153846,293.6298638022739
27817.76,"Madrid, Comunidad de",2019,98.30401923076923,282.9768326633487
27010.93,"Madrid, Comunidad de",2018,97.61655769230768,276.7043894862572
27089.12,"Madrid, Comunidad de",2017,96.29589743589743,281.31125750225004
26330.14,"Madrid, Comunidad de",2016,94.88607051282052,277.49215303886365
26448.04,"Madrid, Comunidad de",2015,94.81678205128203,278.93838440641736
26570.35,"Madrid, Comunidad de",2014,95.05655128205129,279.52150211257504
26215.36,"Madrid, Comunidad de",2013,95.36280128205128,274.90132051032907
26044.39,"Madrid, Comunidad de",2012,93.60912179487178,278.22491548496504
25845.2,"Madrid, Comunidad de",2011,91.63215384615384,282.0538306170659
25988.95,"Madrid, Comunidad de",2010,89.34158974358975,290.8941969198025
25860.65,"Madrid, Comunidad de",2009,87.915891025641,294.15216860462283
25269.61,"Madrid, Comunidad de",2008,87.55081410256412,288.6279272103299
25329.87,"Murcia, Región de",2023,109.01933333333334,232.3429177699368
23851.69,"Murcia, Región de",2022,105.7216730769231,225.60832898137647
23281.39,"Murcia, Región de",2021,99.99996794871795,232.81397461986364
22919.62,"Murcia, Región de",2020,98.1816346153846,233.4410105289549
22123.99,"Murcia, Región de",2019,98.30401923076923,225.05682039371973
21510.59,"Murcia, Región de",2018,97.61655769230768,220.358005942009
21309.22,"Murcia, Región de",2017,96.29589743589743,221.28897042768818
21242.5,"Murcia, Región de",2016,94.88607051282052,223.8737454843788
20928.98,"Murcia, Región de",2015,94.81678205128203,220.73075617226155
20717.07,"Murcia, Región de",2014,95.05655128205129,217.94468367075953
20449.83,"Murcia, Región de",2013,95.36280128205128,214.44242120694676
20682.01,"Murcia, Región de",2012,93.60912179487178,220.94011356415723
21077.49,"Murcia, Región de",2011,91.63215384615384,230.0228589561273
20863.37,"Murcia, Región de",2010,89.34158974358975,233.52360373122804
20430.4,"Murcia, Región de",2009,87.915891025641,232.38574689576197
18911.75,"Murcia, Región de",2008,87.55081410256412,216.00884233749377
31199.66,"Navarra, Comunidad Foral de",2023,109.01933333333334,286.1846522635129
29189.52,"Navarra, Comunidad Foral de",2022,105.7216730769231,276.0977872414269
28459.37,"Navarra, Comunidad Foral de",2021,99.99996794871795,284.59379121595873
27995.96,"Navarra, Comunidad Foral de",2020,98.1816346153846,285.14457015989797
27493.93,"Navarra, Comunidad Foral de",2019,98.30401923076923,279.68266419969916
26364.75,"Navarra, Comunidad Foral de",2018,97.61655769230768,270.0848157656104
26329.79,"Navarra, Comunidad Foral de",2017,96.29589743589743,273.4258748409017
25468.38,"Navarra, Comunidad Foral de",2016,94.88607051282052,268.4101034256534
24863.98,"Navarra, Comunidad Foral de",2015,94.81678205128203,262.2318482244232
24700.78,"Navarra, Comunidad Foral de",2014,95.05655128205129,259.8535257891692
23836.93,"Navarra, Comunidad Foral de",2013,95.36280128205128,249.96046340436595
23784.38,"Navarra, Comunidad Foral de",2012,93.60912179487178,254.08186236507336
24384.92,"Navarra, Comunidad Foral de",2011,91.63215384615384,266.11750326136774
23824.88,"Navarra, Comunidad Foral de",2010,89.34158974358975,266.6717714378866
23657.71,"Navarra, Comunidad Foral de",2009,87.915891025641,269.09481009639245
23342.74,"Navarra, Comunidad Foral de",2008,87.55081410256412,266.61933688765504
33504.92,País Vasco,2023,109.01933333333334,307.33007601098274
32313.73,País Vasco,2022,105.7216730769231,305.64906002280657
31063.68,País Vasco,2021,99.99996794871795,310.63689956310884
30224.16,País Vasco,2020,98.1816346153846,307.8392422208055
29476.21,País Vasco,2019,98.30401923076923,299.8474551768268
28470.94,País Vasco,2018,97.61655769230768,291.66097097729914
28204.49,País Vasco,2017,96.29589743589743,292.8939939396199
27480.71,País Vasco,2016,94.88607051282052,289.6179581626467
27571.31,País Vasco,2015,94.81678205128203,290.78512688911917
27786.57,País Vasco,2014,95.05655128205129,292.31620151620945
26915.07,País Vasco,2013,95.36280128205128,282.2386678888996
26535.61,País Vasco,2012,93.60912179487178,283.47248100615883
26370.36,País Vasco,2011,91.63215384615384,287.7850066066833
26593.7,País Vasco,2010,89.34158974358975,297.6631608674514
26162.45,País Vasco,2009,87.915891025641,297.5849950991184
25547.13,País Vasco,2008,87.55081410256412,291.79774353750753
26319.06,"Rioja, La",2023,109.01933333333334,241.41644601263386
24903.38,"Rioja, La",2022,105.7216730769231,235.55605274880867
23716.88,"Rioja, La",2021,99.99996794871795,237.1688760156654
23292.63,"Rioja, La",2020,98.1816346153846,237.24019355805424
22877.13,"Rioja, La",2019,98.30401923076923,232.71815515798812
22641.17,"Rioja, La",2018,97.61655769230768,231.93985257466372
22234.21,"Rioja, La",2017,96.29589743589743,230.89467559924805
21999.02,"Rioja, La",2016,94.88607051282052,231.84667550362522
21756.79,"Rioja, La",2015,94.81678205128203,229.4613836212323
21954.1,"Rioja, La",2014,95.05655128205129,230.95830538663148
20628.81,"Rioja, La",2013,95.36280128205128,216.31925365727125
20346.24,"Rioja, La",2012,93.60912179487178,217.3531768045562
20996.76,"Rioja, La",2011,91.63215384615384,229.14183633894046
21035.86,"Rioja, La",2010,89.34158974358975,235.45428350192662
21179.93,"Rioja, La",2009,87.915891025641,240.9112818275685
20674.16,"Rioja, La",2008,87.55081410256412,236.13898068132883
25591.31,Total Nacional,2023,109.01933333333334,234.7410245277596
24359.82,Total Nacional,2022,105.7216730769231,230.41462825012042
23175.95,Total Nacional,2021,99.99996794871795,231.75957428191484
22467.48,Total Nacional,2020,98.1816346153846,228.8358722892912
21682.02,Total Nacional,2019,98.30401923076923,220.56086993860688
21011.89,Total Nacional,2018,97.61655769230768,215.24924148862672
20607.85,Total Nacional,2017,96.29589743589743,214.00548256708754
20131.41,Total Nacional,2016,94.88607051282052,212.16401829265283
20051.58,Total Nacional,2015,94.81678205128203,211.477120043528
19744.82,Total Nacional,2014,95.05655128205129,207.71656170665477
19514.58,Total Nacional,2013,95.36280128205128,204.6351379956048
19537.33,Total Nacional,2012,93.60912179487178,208.71181809410288
19767.59,Total Nacional,2011,91.63215384615384,215.7276585813848
19735.22,Total Nacional,2010,89.34158974358975,220.89622600896243
19502.02,Total Nacional,2009,87.915891025641,221.82588121995104
18910.62,Total Nacional,2008,87.55081410256412,215.9959355471734
22714.95,Andalucía,2023,109.01933333333334,208.35708039552617
21729.48,Andalucía,2022,105.7216730769231,205.5347722712412
20427.8,Andalucía,2021,99.99996794871795,204.2780654737389
19517.52,Andalucía,2020,98.1816346153846,198.78992722475715
19391.52,Andalucía,2019,98.30401923076923,197.26070359827608
18672.11,Andalucía,2018,97.61655769230768,191.28015207067057
18287.29,Andalucía,2017,96.29589743589743,189.90725967504008
18177.37,Andalucía,2016,94.88607051282052,191.57047922586239
18340.96,Andalucía,2015,94.81678205128203,193.43579905591204
17576.13,Andalucía,2014,95.05655128205129,184.90182699610259
17690.19,Andalucía,2013,95.36280128205128,185.50409344287542
17828.44,Andalucía,2012,93.60912179487178,190.45622539935738
18389.21,Andalucía,2011,91.63215384615384,200.68512228660077
17921.33,Andalucía,2010,89.34158974358975,200.59336364434745
18371.23,Andalucía,2009,87.915891025641,208.96370139320956
17298.33,Andalucía,2008,87.55081410256412,197.58045858643115
23925.28,Aragón,2023,109.01933333333334,219.4590561918681
23138.72,Aragón,2022,105.7216730769231,218.86448943315781
22283.81,Aragón,2021,99.99996794871795,222.83817142249086
21365.11,Aragón,2020,98.1816346153846,217.60800870443228
20360.25,Aragón,2019,98.30401923076923,207.11513282284218
20074.25,Aragón,2018,97.61655769230768,205.64390380651457
19677.22,Aragón,2017,96.29589743589743,204.34120792216302
18766.21,Aragón,2016,94.88607051282052,197.77623731888448
18950.17,Aragón,2015,94.81678205128203,199.86092746483132
18764.63,Aragón,2014,95.05655128205129,197.40491051817872
18701.61,Aragón,2013,95.36280128205128,196.11011577446106
18042.28,Aragón,2012,93.60912179487178,192.74061815830873
18831.38,Aragón,2011,91.63215384615384,205.51061182755802
18843.25,Aragón,2010,89.34158974358975,210.91240993226228
18861.82,Aragón,2009,87.915891025641,214.5439212405739
17843.46,Aragón,2008,87.55081410256412,203.80689983187048
24808.62,"Asturias, Principado de",2023,109.01933333333334,227.5616557307878
23792.42,"Asturias, Principado de",2022,105.7216730769231,225.04770599580496
21808.96,"Asturias, Principado de",2021,99.99996794871795,218.0896699005352
21308.01,"Asturias, Principado de",2020,98.1816346153846,217.02643354301145
21298.58,"Asturias, Principado de",2019,98.30401923076923,216.66031731623778
19744.94,"Asturias, Principado de",2018,97.61655769230768,202.2703982477752
19426.48,"Asturias, Principado de",2017,96.29589743589743,201.73735867545014
19077.92,"Asturias, Principado de",2016,94.88607051282052,201.06133489237797
18925.34,"Asturias, Principado de",2015,94.81678205128203,199.59905399198377
18400.68,"Asturias, Principado de",2014,95.05655128205129,193.5761370660461
18455.34,"Asturias, Principado de",2013,95.36280128205128,193.5276622738386
18026.01,"Asturias, Principado de",2012,93.60912179487178,192.56681031044053
18721.59,"Asturias, Principado de",2011,91.63215384615384,204.31245162514335
18786.13,"Asturias, Principado de",2010,89.34158974358975,210.27306603695067
19289.76,"Asturias, Principado de",2009,87.915891025641,219.41152816587012
18452.09,"Asturias, Principado de",2008,87.55081410256412,210.75863416168497
26260.9,"Balears, Illes",2023,109.01933333333334,240.88296265494193
26054.2,"Balears, Illes",2022,105.7216730769231,246.44142720899777
22344.76,"Balears, Illes",2021,99.99996794871795,223.44767161784344
21998.23,"Balears, Illes",2020,98.1816346153846,224.05646520528578
21631.07,"Balears, Illes",2019,98.30401923076923,220.0425798381747
21085.74,"Balears, Illes",2018,97.61655769230768,216.0057729802696
20465.58,"Balears, Illes",2017,96.29589743589743,212.52805721680508
19702.6,"Balears, Illes",2016,94.88607051282052,207.64480912230297
19517.28,"Balears, Illes",2015,94.81678205128203,205.84204164874527
19008.38,"Balears, Illes",2014,95.05655128205129,199.9691735459499
18998.37,"Balears, Illes",2013,95.36280128205128,199.22202100386264
19022.24,"Balears, Illes",2012,93.60912179487178,203.209256056092
19377.39,"Balears, Illes",2011,91.63215384615384,211.4693280323165
19812.19,"Balears, Illes",2010,89.34158974358975,221.75775086229112
18702.72,"Balears, Illes",2009,87.915891025641,212.73423702826696
18159.78,"Balears, Illes",2008,87.55081410256412,207.4198873665088
23439.06,Canarias,2023,109.01933333333334,214.99911330711984
22574.98,Canarias,2022,105.7216730769231,213.5321863812583
21178.57,Canarias,2021,99.99996794871795,211.7857678800538
20461.63,Canarias,2020,98.1816346153846,208.40588038848725
19540.82,Canarias,2019,98.30401923076923,198.77946143918913
19051.01,Canarias,2018,97.61655769230768,195.16166570890303
18917.73,Canarias,2017,96.29589743589743,196.45416371547103
18211.44,Canarias,2016,94.88607051282052,191.92954141292384
18279.76,Canarias,2015,94.81678205128203,192.79034369794704
18201.48,Canarias,2014,95.05655128205129,191.48054241935063
17619.86,Canarias,2013,95.36280128205128,184.76659413439782
17498.71,Canarias,2012,93.60912179487178,186.9338122661315
17824.94,Canarias,2011,91.63215384615384,194.52713105409757
17601.79,Canarias,2010,89.34158974358975,197.01675390506387
17528.33,Canarias,2009,87.915891025641,199.37612865560104
17131.85,Canarias,2008,87.55081410256412,195.67893429215133
23727.01,Cantabria,2023,109.01933333333334,217.64038794342287
22564.11,Cantabria,2022,105.7216730769231,213.42936924184272
21532.96,Cantabria,2021,99.99996794871795,215.32966901591954
20996.83,Cantabria,2020,98.1816346153846,213.85700169133156
20600.16,Cantabria,2019,98.30401923076923,209.5556230680763
19630.01,Cantabria,2018,97.61655769230768,201.09303651000255
19012.2,Cantabria,2017,96.29589743589743,197.43520239432945
18216.84,Cantabria,2016,94.88607051282052,191.9864517683724
17955.79,Cantabria,2015,94.81678205128203,189.37354349664113
17668.55,Cantabria,2014,95.05655128205129,185.87409033569892
16542.34,Cantabria,2013,95.36280128205128,173.46742941278842
16771.99,Cantabria,2012,93.60912179487178,179.17046627948204
17606.84,Cantabria,2011,91.63215384615384,192.14696218492335
17887.59,Cantabria,2010,89.34158974358975,200.21571198069523
18210.65,Cantabria,2009,87.915891025641,207.13718290916026
17460.14,Cantabria,2008,87.55081410256412,199.42864242867893
23104.3,Castilla y León,2023,109.01933333333334,211.92846528750252
21773.27,Castilla y León,2022,105.7216730769231,205.94897305643062
20795.39,Castilla y León,2021,99.99996794871795,207.95396665191237
20314.96,Castilla y León,2020,98.1816346153846,206.91201648436135
19414.11,Castilla y León,2019,98.30401923076923,197.4905009166031
19056.53,Castilla y León,2018,97.61655769230768,195.21821349270627
18796.93,Castilla y León,2017,96.29589743589743,195.19969698099342
18662.42,Castilla y León,2016,94.88607051282052,196.68239920925407
18523.74,Castilla y León,2015,94.81678205128203,195.36351687174283
17682.88,Castilla y León,2014,95.05655128205129,186.0248427015983
17429.41,Castilla y León,2013,95.36280128205128,182.76948417706012
17552.07,Castilla y León,2012,93.60912179487178,187.50384218390948
18193.91,Castilla y León,2011,91.63215384615384,198.55377437211325
17683.88,Castilla y León,2010,89.34158974358975,197.935586894667
18249.87,Castilla y León,2009,87.915891025641,207.58329111033356
17573.56,Castilla y León,2008,87.55081410256412,200.7241186748179
22608.19,Castilla - La Mancha,2023,109.01933333333334,207.3778045484287
21312.65,Castilla - La Mancha,2022,105.7216730769231,201.5920613032005
21154.58,Castilla - La Mancha,2021,99.99996794871795,211.54586780316276
20761.55,Castilla - La Mancha,2020,98.1816346153846,211.46062684055948
19939.58,Castilla - La Mancha,2019,98.30401923076923,202.83585713002972
19088.87,Castilla - La Mancha,2018,97.61655769230768,195.5495097478143
18327.35,Castilla - La Mancha,2017,96.29589743589743,190.3232690904637
18213.71,Castilla - La Mancha,2016,94.88607051282052,191.95346484012165
18097.55,Castilla - La Mancha,2015,94.81678205128203,190.86863747613654
18157.02,Castilla - La Mancha,2014,95.05655128205129,191.01282084308517
17481.02,Castilla - La Mancha,2013,95.36280128205128,183.31068052727383
17527.3,Castilla - La Mancha,2012,93.60912179487178,187.2392312194537
18001.99,Castilla - La Mancha,2011,91.63215384615384,196.45931307283809
17913.0,Castilla - La Mancha,2010,89.34158974358975,200.50012599294783
17709.92,Castilla - La Mancha,2009,87.915891025641,201.44162555134469
17562.94,Castilla - La Mancha,2008,87.55081410256412,200.602817689683
27240.93,Cataluña,2023,109.01933333333334,249.87246910333945
25659.03,Cataluña,2022,105.7216730769231,242.70359381591027
25015.94,Cataluña,2021,99.99996794871795,250.15948017932055
24096.69,Cataluña,2020,98.1816346153846,245.42970886964804
